,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
1,DXXAGST,Android/gynoid region status,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
2,DXXVATV,VAT and SAT invalidity code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
3,DXXANTV,Android region invalidity code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
4,DXXGYTV,Gynoid region invalidity code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
5,DXXANFM,Android fat mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
6,DXXANLM,Android lean mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
7,DXXANTOM,Android total mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
8,DXXGYFM,Gynoid fat mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
9,DXXGYLM,Gynoid lean mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
10,DXXGYTOM,Gynoid total mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
11,DXXAGRAT,Android to gynoid ratio,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
12,DXXAPFAT,Android percent fat,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
13,DXXGPFAT,Gynoid percent fat,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
14,DXXSATA,Subcutaneous fat area,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
15,DXXSATM,Subcutaneous fat mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
16,DXXSATV,Subcutaneous fat volume,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
17,DXXTATA,Total abdominal fat area,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
18,DXXTATM,Total abdominal fat mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
19,DXXTATV,Total abdominal fat volume,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
20,DXXVFATA,Visceral adipose tissue area,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
21,DXXVFATM,Visceral adipose tissue mass,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
22,DXXVFATV,Visceral adipose tissue volume,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
