,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PEASCST1,,,,,,,,,,,,
2,PEASCTM1,,,,,,,,,,,,
3,PEASCCT1,,,,,,,,,,,,
4,BPXCHR,,,,,,,,,,,,
5,BPAARM,,,,,,,,,,,,
6,BPACSZ,,,,,,,,,,,,
7,BPXPLS,,,,,,,,,,,,
8,BPXPULS,,,,,,,,,,,,
9,BPXPTY,,,,,,,,,,,,
10,BPXML1,,,,,,,,,,,,
11,BPXSY1,,,,,,,,,,,,
12,BPXDI1,,,,,,,,,,,,
13,BPAEN1,,,,,,,,,,,,
14,BPXSY2,,,,,,,,,,,,
15,BPXDI2,,,,,,,,,,,,
16,BPAEN2,,,,,,,,,,,,
17,BPXSY3,,,,,,,,,,,,
18,BPXDI3,,,,,,,,,,,,
19,BPAEN3,,,,,,,,,,,,
20,BPXSY4,,,,,,,,,,,,
21,BPXDI4,,,,,,,,,,,,
22,BPAEN4,,,,,,,,,,,,
