,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,DXASPND0,,,,,,,,,,,,
1,DXASPNK,,,,,,,,,,,,
2,DXASPNST,,,,,,,,,,,,
3,DXXL1A,,,,,,,,,,,,
4,DXXL1BCC,,,,,,,,,,,,
5,DXXL1BMC,,,,,,,,,,,,
6,DXXL1BMD,,,,,,,,,,,,
7,DXXL2A,,,,,,,,,,,,
8,DXXL2BCC,,,,,,,,,,,,
9,DXXL2BMC,,,,,,,,,,,,
10,DXXL2BMD,,,,,,,,,,,,
11,DXXL3A,,,,,,,,,,,,
12,DXXL3BCC,,,,,,,,,,,,
13,DXXL3BMC,,,,,,,,,,,,
14,DXXL3BMD,,,,,,,,,,,,
15,DXXL4A,,,,,,,,,,,,
16,DXXL4BCC,,,,,,,,,,,,
17,DXXL4BMC,,,,,,,,,,,,
18,DXXL4BMD,,,,,,,,,,,,
19,DXXOSA,,,,,,,,,,,,
20,DXXOSBCC,,,,,,,,,,,,
21,DXXOSBMC,,,,,,,,,,,,
22,DXXOSBMD,,,,,,,,,,,,
23,SEQN,,,,,,,,,,,,
