,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUAEXSTS,,,,,,,,,,,,
2,AUAEXCMT,,,,,,,,,,,,
3,AUQ010,,,,,,,,,,,,
4,AUQ020,,,,,,,,,,,,
5,AUQ020A,,,,,,,,,,,,
6,AUQ020B,,,,,,,,,,,,
7,AUQ020C,,,,,,,,,,,,
8,AUQ020D,,,,,,,,,,,,
9,AUQ020E,,,,,,,,,,,,
10,AUQ030,,,,,,,,,,,,
11,AUQ040,,,,,,,,,,,,
12,AUQ050,,,,,,,,,,,,
13,AUXOTSPL,,,,,,,,,,,,
14,AUXLOEXC,,,,,,,,,,,,
15,AUXLOIMC,,,,,,,,,,,,
16,AUXLOCOL,,,,,,,,,,,,
17,AUXLOABN,,,,,,,,,,,,
18,AUDLOABC,,,,,,,,,,,,
19,AUXROTSP,,,,,,,,,,,,
20,AUXROEXC,,,,,,,,,,,,
21,AUXROIMC,,,,,,,,,,,,
22,AUXROCOL,,,,,,,,,,,,
23,AUXROABN,,,,,,,,,,,,
24,AUDROABC,,,,,,,,,,,,
25,AUXTMEPR,,,,,,,,,,,,
26,AUXTPVR,,,,,,,,,,,,
27,AUXTWIDR,,,,,,,,,,,,
28,AUXTCOMR,,,,,,,,,,,,
29,AUXTMEPL,,,,,,,,,,,,
30,AUXTPVL,,,,,,,,,,,,
31,AUXTWIDL,,,,,,,,,,,,
32,AUXTCOML,,,,,,,,,,,,
33,AUAEAR,,,,,,,,,,,,
34,AUAMODE,,,,,,,,,,,,
35,AUAFMANL,,,,,,,,,,,,
36,AUAFMANR,,,,,,,,,,,,
37,AUXU1K1R,,,,,,,,,,,,
38,AUXU500R,,,,,,,,,,,,
39,AUXU1K2R,,,,,,,,,,,,
40,AUXU2KR,,,,,,,,,,,,
41,AUXU3KR,,,,,,,,,,,,
42,AUXU4KR,,,,,,,,,,,,
43,AUXU6KR,,,,,,,,,,,,
44,AUXU8KR,,,,,,,,,,,,
45,AUXU1K1L,,,,,,,,,,,,
46,AUXU500L,,,,,,,,,,,,
47,AUXU1K2L,,,,,,,,,,,,
48,AUXU2KL,,,,,,,,,,,,
49,AUXU3KL,,,,,,,,,,,,
50,AUXU4KL,,,,,,,,,,,,
51,AUXU6KL,,,,,,,,,,,,
52,AUXU8KL,,,,,,,,,,,,
53,AUXR1K1R,,,,,,,,,,,,
54,AUXR5CR,,,,,,,,,,,,
55,AUXR1K2R,,,,,,,,,,,,
56,AUXR2KR,,,,,,,,,,,,
57,AUXR3KR,,,,,,,,,,,,
58,AUXR4KR,,,,,,,,,,,,
59,AUXR6KR,,,,,,,,,,,,
60,AUXR8KR,,,,,,,,,,,,
61,AUXR1K1L,,,,,,,,,,,,
62,AUXR5CL,,,,,,,,,,,,
63,AUXR1K2L,,,,,,,,,,,,
64,AUXR2KL,,,,,,,,,,,,
65,AUXR3KL,,,,,,,,,,,,
66,AUXR4KL,,,,,,,,,,,,
67,AUXR6KL,,,,,,,,,,,,
68,AUXR8KL,,,,,,,,,,,,
69,AUAREQC,,,,,,,,,,,,
70,AUATYMTR,,,,,,,,,,,,
71,AUALEQC,,,,,,,,,,,,
72,AUATYMTL,,,,,,,,,,,,
