,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
1,ENXSTAT,Status code for ENO exam,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
2,ENXCMT,Comment for ENO exams not done,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
3,ENQ010,Medical Exclusion Question,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
4,ENQ020,Medical Exclusion Question,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
5,ENQ040,Within the last hour have you smoked a cigarette cigar pipe  or used any other tobacco product?,Both males and females 16 YEARS - 79 YEARS,,,,,,,,,,,,,
6,ENQ050,[Within the last hour] have you exercised strenuously?,Both males and females 12 YEARS - 79 YEARS,,,,,,,,,,,,,
7,ENQ060,[Within the last hour] have you had anything to eat or drink?,Both males and females 12 YEARS - 79 YEARS,,,,,,,,,,,,,
8,ENQ070,Within the last three hours have you eaten beets broccoli cabbage celery lettuce spinach or radishes?,Both males and females 12 YEARS - 79 YEARS,,,,,,,,,,,,,
9,ENQ080,Within the last three hours have you eaten bacon ham hot dogs or smoked fish?,Both males and females 12 YEARS - 79 YEARS,,,,,,,,,,,,,
10,ENQ090,Within the last two days {have you/has SP} used any oral or inhaled steroids? This list provides some examples,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
11,ENQ100,In the past 7 days {have you/has SP} had a cough cold phlegm runny nose or other respiratory illness? Do not count allergies or hay fever,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
12,ENAATMPT,Enter total number of attempts,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
13,ENXTR1G,Trial 1: Status of Exhalation Attempt,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
14,ENXTR1Q,Trial 1 measurement of fractional concentration of orally exhaled nitric oxide (FENO) in parts per billion,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
15,ENXTR2G,Trial 2: Status of Exhalation Attempt,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
16,ENXTR2Q,Trial 2 measurement of fractional concentration of orally exhaled nitric oxide (FENO) in parts per billion,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
17,ENXTR3G,Trial 3: Status of Exhalation Attempt,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
18,ENXTR3Q,Trial 3 measurement of fractional concentration of orally exhaled nitric oxide (FENO) in parts per billion,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
19,ENXTR4G,Trial 4: Status of Exhalation Attempt,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
20,ENXTR4Q,Trial 4 measurement of fractional concentration of orally exhaled nitric oxide (FENO) in parts per billion,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
21,ENXMEAN,Mean of two reproducible FENO measurements in parts per billion,Both males and females 6 YEARS - 79 YEARS,,,,,,,,,,,,,
