,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,BMDSTATS,1,Complete Data For Age Group,,
2,BMDSTATS,2,Partial: Only Height And Weight Obtained,,
3,BMDSTATS,3,Other Partial Exam,,
4,BMDSTATS,4,No Body Measures Exam Data,,
5,BMDSTATS,.,Missing,,
6,BMXWT,3.2 To 242.6,Range Of Values,,
7,BMXWT,.,Missing,,
8,BMIWT,1,Could Not Obtain,,
9,BMIWT,3,Clothing,,
10,BMIWT,4,Medical Appliance,,
11,BMIWT,.,Missing,,
12,BMXRECUM,49.1 To 111.3,Range Of Values,,
13,BMXRECUM,.,Missing,,
14,BMIRECUM,1,Could Not Obtain,,
15,BMIRECUM,3,Not Straight,,
16,BMIRECUM,.,Missing,,
17,BMXHEAD,32.4 To 47.9,Range Of Values,,
18,BMXHEAD,.,Missing,,
19,BMIHEAD,1,Could Not Obtain,,
20,BMIHEAD,.,Missing,,
21,BMXHT,78.3 To 197.7,Range Of Values,,
22,BMXHT,.,Missing,,
23,BMIHT,1,Could Not Obtain,,
24,BMIHT,3,Not Straight,,
25,BMIHT,.,Missing,,
26,BMXBMI,12.3 To 86.2,Range Of Values,,
27,BMXBMI,.,Missing,,
28,BMXLEG,24.8 To 55,Range Of Values,,
29,BMXLEG,.,Missing,,
30,BMILEG,1,Could Not Obtain,,
31,BMILEG,.,Missing,,
32,BMXARML,9.4 To 49.9,Range Of Values,,
33,BMXARML,.,Missing,,
34,BMIARML,1,Could Not Obtain,,
35,BMIARML,.,Missing,,
36,BMXARMC,11.2 To 56.3,Range Of Values,,
37,BMXARMC,.,Missing,,
38,BMIARMC,1,Could Not Obtain,,
39,BMIARMC,.,Missing,,
40,BMXWAIST,40 To 169.5,Range Of Values,,
41,BMXWAIST,.,Missing,,
42,BMIWAIST,1,Could Not Obtain,,
43,BMIWAIST,.,Missing,,
44,BMXHIP,66.6 To 179,Range Of Values,,
45,BMXHIP,.,Missing,,
46,BMIHIP,1,Could Not Obtain,,
47,BMIHIP,.,Missing,,
