,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUXRR101,,,,,,,,,,,,
2,AUXRR102,,,,,,,,,,,,
3,AUXRR103,,,,,,,,,,,,
4,AUXRR104,,,,,,,,,,,,
5,AUXRR105,,,,,,,,,,,,
6,AUXRR106,,,,,,,,,,,,
7,AUXRR107,,,,,,,,,,,,
8,AUXRR108,,,,,,,,,,,,
9,AUXRR109,,,,,,,,,,,,
10,AUXRR110,,,,,,,,,,,,
11,AUXRR111,,,,,,,,,,,,
12,AUXRR112,,,,,,,,,,,,
13,AUXRR113,,,,,,,,,,,,
14,AUXRR114,,,,,,,,,,,,
15,AUXRR115,,,,,,,,,,,,
16,AUXRR116,,,,,,,,,,,,
17,AUXRR117,,,,,,,,,,,,
18,AUXRR118,,,,,,,,,,,,
19,AUXRR119,,,,,,,,,,,,
20,AUXRR120,,,,,,,,,,,,
21,AUXRR121,,,,,,,,,,,,
22,AUXRR122,,,,,,,,,,,,
23,AUXRR123,,,,,,,,,,,,
24,AUXRR124,,,,,,,,,,,,
25,AUXRR125,,,,,,,,,,,,
26,AUXRR126,,,,,,,,,,,,
27,AUXRR127,,,,,,,,,,,,
28,AUXRR128,,,,,,,,,,,,
29,AUXRR129,,,,,,,,,,,,
30,AUXRR130,,,,,,,,,,,,
31,AUXRR131,,,,,,,,,,,,
32,AUXRR132,,,,,,,,,,,,
33,AUXRR133,,,,,,,,,,,,
34,AUXRR134,,,,,,,,,,,,
35,AUXRR135,,,,,,,,,,,,
36,AUXRR136,,,,,,,,,,,,
37,AUXRR137,,,,,,,,,,,,
38,AUXRR138,,,,,,,,,,,,
39,AUXRR139,,,,,,,,,,,,
40,AUXRR140,,,,,,,,,,,,
41,AUXRR141,,,,,,,,,,,,
42,AUXRR142,,,,,,,,,,,,
43,AUXRR143,,,,,,,,,,,,
44,AUXRR144,,,,,,,,,,,,
45,AUXRR145,,,,,,,,,,,,
46,AUXRR146,,,,,,,,,,,,
47,AUXRR147,,,,,,,,,,,,
48,AUXRR148,,,,,,,,,,,,
49,AUXRR149,,,,,,,,,,,,
50,AUXRR150,,,,,,,,,,,,
51,AUXRR151,,,,,,,,,,,,
52,AUXRR152,,,,,,,,,,,,
53,AUXRR153,,,,,,,,,,,,
54,AUXRR154,,,,,,,,,,,,
55,AUXRR155,,,,,,,,,,,,
56,AUXRR156,,,,,,,,,,,,
57,AUXRR157,,,,,,,,,,,,
58,AUXRR158,,,,,,,,,,,,
59,AUXRR159,,,,,,,,,,,,
60,AUXRR160,,,,,,,,,,,,
61,AUXRR161,,,,,,,,,,,,
62,AUXRR162,,,,,,,,,,,,
63,AUXRR163,,,,,,,,,,,,
