,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSAU2YR,,,,,,,,,,,,
2,WTSAU4YR,,,,,,,,,,,,
3,AUAEXSTS,,,,,,,,,,,,
4,AUAEXCMT,,,,,,,,,,,,
5,AUQ010,,,,,,,,,,,,
6,AUQ020,,,,,,,,,,,,
7,AUQ020A,,,,,,,,,,,,
8,AUQ020B,,,,,,,,,,,,
9,AUQ020C,,,,,,,,,,,,
10,AUQ020D,,,,,,,,,,,,
11,AUQ020E,,,,,,,,,,,,
12,AUQ030,,,,,,,,,,,,
13,AUQ040,,,,,,,,,,,,
14,AUQ050,,,,,,,,,,,,
15,AUXOTSPL,,,,,,,,,,,,
16,AUXLOEXC,,,,,,,,,,,,
17,AUXLOIMC,,,,,,,,,,,,
18,AUXLOCOL,,,,,,,,,,,,
19,AUXLOABN,,,,,,,,,,,,
20,AUDLOABC,,,,,,,,,,,,
21,AUXROTSP,,,,,,,,,,,,
22,AUXROEXC,,,,,,,,,,,,
23,AUXROIMC,,,,,,,,,,,,
24,AUXROCOL,,,,,,,,,,,,
25,AUXROABN,,,,,,,,,,,,
26,AUDROABC,,,,,,,,,,,,
27,AUXTMEPR,,,,,,,,,,,,
28,AUXTPVR,,,,,,,,,,,,
29,AUXTWIDR,,,,,,,,,,,,
30,AUXTCOMR,,,,,,,,,,,,
31,AUXTMEPL,,,,,,,,,,,,
32,AUXTPVL,,,,,,,,,,,,
33,AUXTWIDL,,,,,,,,,,,,
34,AUXTCOML,,,,,,,,,,,,
35,AUAEAR,,,,,,,,,,,,
36,AUAMODE,,,,,,,,,,,,
37,AUAFMANL,,,,,,,,,,,,
38,AUAFMANR,,,,,,,,,,,,
39,AUXU1K1R,,,,,,,,,,,,
40,AUXU500R,,,,,,,,,,,,
41,AUXU1K2R,,,,,,,,,,,,
42,AUXU2KR,,,,,,,,,,,,
43,AUXU3KR,,,,,,,,,,,,
44,AUXU4KR,,,,,,,,,,,,
45,AUXU6KR,,,,,,,,,,,,
46,AUXU8KR,,,,,,,,,,,,
47,AUXU1K1L,,,,,,,,,,,,
48,AUXU500L,,,,,,,,,,,,
49,AUXU1K2L,,,,,,,,,,,,
50,AUXU2KL,,,,,,,,,,,,
51,AUXU3KL,,,,,,,,,,,,
52,AUXU4KL,,,,,,,,,,,,
53,AUXU6KL,,,,,,,,,,,,
54,AUXU8KL,,,,,,,,,,,,
55,AUXR1K1R,,,,,,,,,,,,
56,AUXR5CR,,,,,,,,,,,,
57,AUXR1K2R,,,,,,,,,,,,
58,AUXR2KR,,,,,,,,,,,,
59,AUXR3KR,,,,,,,,,,,,
60,AUXR4KR,,,,,,,,,,,,
61,AUXR6KR,,,,,,,,,,,,
62,AUXR8KR,,,,,,,,,,,,
63,AUXR1K1L,,,,,,,,,,,,
64,AUXR5CL,,,,,,,,,,,,
65,AUXR1K2L,,,,,,,,,,,,
66,AUXR2KL,,,,,,,,,,,,
67,AUXR3KL,,,,,,,,,,,,
68,AUXR4KL,,,,,,,,,,,,
69,AUXR6KL,,,,,,,,,,,,
70,AUXR8KL,,,,,,,,,,,,
71,AUAREQC,,,,,,,,,,,,
72,AUALEQC,,,,,,,,,,,,
