,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OPASCST2,,,,,,,,,,,,
2,OPASCCT2,,,,,,,,,,,,
3,VIQ110,,,,,,,,,,,,
4,VIQ130,,,,,,,,,,,,
5,VIQ141,,,,,,,,,,,,
6,OPXDCOMP,,,,,,,,,,,,
7,OPXDF1,,,,,,,,,,,,
8,OPXDF1FO,,,,,,,,,,,,
9,OPXDF2,,,,,,,,,,,,
10,OPXDF2FO,,,,,,,,,,,,
11,OPXDGRBL,,,,,,,,,,,,
12,OPXDPMM,,,,,,,,,,,,
13,OPXDPHPR,,,,,,,,,,,,
14,OPXDPHIL,,,,,,,,,,,,
15,OPXDPHFD,,,,,,,,,,,,
16,OPXDPHHZ,,,,,,,,,,,,
17,OPXDPHDD,,,,,,,,,,,,
18,OPXDPHLA,,,,,,,,,,,,
19,OPXDPHAR,,,,,,,,,,,,
20,OPXDPHRC,,,,,,,,,,,,
21,OPXDPHOT,,,,,,,,,,,,
22,OPDURET,,,,,,,,,,,,
23,OPDURL4,,,,,,,,,,,,
24,OPDUARMA,,,,,,,,,,,,
25,OPDUHMA,,,,,,,,,,,,
26,OPDUMA,,,,,,,,,,,,
27,OPDUHEM,,,,,,,,,,,,
28,OPDUHE,,,,,,,,,,,,
29,OPDUSE,,,,,,,,,,,,
30,OPDUIRMA,,,,,,,,,,,,
31,OPDUVB,,,,,,,,,,,,
32,OPDUNVO,,,,,,,,,,,,
33,OPDUNVE,,,,,,,,,,,,
34,OPDURFP,,,,,,,,,,,,
35,OPDUPHVH,,,,,,,,,,,,
36,OPDUME,,,,,,,,,,,,
37,OPDUMEC,,,,,,,,,,,,
38,OPDUPPS,,,,,,,,,,,,
39,OPDUFOC,,,,,,,,,,,,
40,OPDUARM,,,,,,,,,,,,
41,OPDUPIGA,,,,,,,,,,,,
42,OPDULARM,,,,,,,,,,,,
43,OPDUGA,,,,,,,,,,,,
44,OPDUEXU,,,,,,,,,,,,
45,OPDUHD,,,,,,,,,,,,
46,OPDUD125,,,,,,,,,,,,
47,OPDUD500,,,,,,,,,,,,
48,OPDUASD,,,,,,,,,,,,
49,OPDUSDD,,,,,,,,,,,,
50,OPDUSID,,,,,,,,,,,,
51,OPDUIRP,,,,,,,,,,,,
52,OPDURPE,,,,,,,,,,,,
53,OPDUAGA,,,,,,,,,,,,
54,OPDUPED,,,,,,,,,,,,
55,OPDUSNV,,,,,,,,,,,,
56,OPDUSUBH,,,,,,,,,,,,
57,OPDUSFS,,,,,,,,,,,,
58,OPDUARMX,,,,,,,,,,,,
59,OPDUBCO,,,,,,,,,,,,
60,OPDUBVO,,,,,,,,,,,,
61,OPDUCVO,,,,,,,,,,,,
62,OPDUAVN,,,,,,,,,,,,
63,OPDUFAN,,,,,,,,,,,,
64,OPDUHOLL,,,,,,,,,,,,
65,OPDUPPA,,,,,,,,,,,,
66,OPDUASHY,,,,,,,,,,,,
67,OPDUCHRA,,,,,,,,,,,,
68,OPDUMACH,,,,,,,,,,,,
69,OPDUCHN,,,,,,,,,,,,
70,OPDUOTRX,,,,,,,,,,,,
71,OPDUPOHS,,,,,,,,,,,,
72,OPDURDET,,,,,,,,,,,,
73,OPDUSWR,,,,,,,,,,,,
74,OPDUSWRT,,,,,,,,,,,,
75,OPDUOTHC,,,,,,,,,,,,
76,OPDDRET,,,,,,,,,,,,
77,OPDDRL4,,,,,,,,,,,,
78,OPDDARMA,,,,,,,,,,,,
79,OPDDHMA,,,,,,,,,,,,
80,OPDDMA,,,,,,,,,,,,
81,OPDDHEM,,,,,,,,,,,,
82,OPDDHE,,,,,,,,,,,,
83,OPDDSE,,,,,,,,,,,,
84,OPDDIRMA,,,,,,,,,,,,
85,OPDDVB,,,,,,,,,,,,
86,OPDDNVO,,,,,,,,,,,,
87,OPDDNVE,,,,,,,,,,,,
88,OPDDRFP,,,,,,,,,,,,
89,OPDDPHVH,,,,,,,,,,,,
90,OPDDME,,,,,,,,,,,,
91,OPDDMEC,,,,,,,,,,,,
92,OPDDPPS,,,,,,,,,,,,
93,OPDDFOC,,,,,,,,,,,,
94,OPDDARM,,,,,,,,,,,,
95,OPDDPIGA,,,,,,,,,,,,
96,OPDDLARM,,,,,,,,,,,,
97,OPDDGA,,,,,,,,,,,,
98,OPDDEXU,,,,,,,,,,,,
99,OPDDAREX,,,,,,,,,,,,
100,OPDDREA,,,,,,,,,,,,
101,OPDDHD,,,,,,,,,,,,
102,OPDDD125,,,,,,,,,,,,
103,OPDDD500,,,,,,,,,,,,
104,OPDDASD,,,,,,,,,,,,
105,OPDDSDD,,,,,,,,,,,,
106,OPDDSID,,,,,,,,,,,,
107,OPDDIRP,,,,,,,,,,,,
108,OPDDRPE,,,,,,,,,,,,
109,OPDDAGA,,,,,,,,,,,,
110,OPDDPED,,,,,,,,,,,,
111,OPDDSNV,,,,,,,,,,,,
112,OPDDSUBH,,,,,,,,,,,,
113,OPDDSFS,,,,,,,,,,,,
114,OPDDARMX,,,,,,,,,,,,
115,OPDDBCO,,,,,,,,,,,,
116,OPDDBVO,,,,,,,,,,,,
117,OPDDCVO,,,,,,,,,,,,
118,OPDDAVN,,,,,,,,,,,,
119,OPDDFAN,,,,,,,,,,,,
120,OPDDHOLL,,,,,,,,,,,,
121,OPDDPPA,,,,,,,,,,,,
122,OPDDASHY,,,,,,,,,,,,
123,OPDDCHRA,,,,,,,,,,,,
124,OPDDMACH,,,,,,,,,,,,
125,OPDDCHN,,,,,,,,,,,,
126,OPDDOTRX,,,,,,,,,,,,
127,OPDDPOHS,,,,,,,,,,,,
128,OPDDRDET,,,,,,,,,,,,
129,OPDDSWR,,,,,,,,,,,,
130,OPDDSWRT,,,,,,,,,,,,
131,OPDDOTHC,,,,,,,,,,,,
132,OPDDVCDR,,,,,,,,,,,,
133,OPXDQUAL,,,,,,,,,,,,
134,OPXDRCDR,,,,,,,,,,,,
135,OPXDGLAU,,,,,,,,,,,,
136,OPXDHEME,,,,,,,,,,,,
137,OPXDSIZE,,,,,,,,,,,,
138,OPDDEXC,,,,,,,,,,,,
139,OPDDNOT,,,,,,,,,,,,
140,OPDDTIL,,,,,,,,,,,,
141,OPXSCOMP,,,,,,,,,,,,
142,OPXSF1,,,,,,,,,,,,
143,OPXSF1FO,,,,,,,,,,,,
144,OPXSF2,,,,,,,,,,,,
145,OPXSF2FO,,,,,,,,,,,,
146,OPXSGRBL,,,,,,,,,,,,
147,OPXSPMM,,,,,,,,,,,,
148,OPXSPHPR,,,,,,,,,,,,
149,OPXSPHIL,,,,,,,,,,,,
150,OPXSPHFD,,,,,,,,,,,,
151,OPXSPHHZ,,,,,,,,,,,,
152,OPXSPHDD,,,,,,,,,,,,
153,OPXSPHLA,,,,,,,,,,,,
154,OPXSPHAR,,,,,,,,,,,,
155,OPXSPHRC,,,,,,,,,,,,
156,OPXSPHOT,,,,,,,,,,,,
157,OPDSRET,,,,,,,,,,,,
158,OPDSRL4,,,,,,,,,,,,
159,OPDSARMA,,,,,,,,,,,,
160,OPDSHMA,,,,,,,,,,,,
161,OPDSMA,,,,,,,,,,,,
162,OPDSHEM,,,,,,,,,,,,
163,OPDSHE,,,,,,,,,,,,
164,OPDSSE,,,,,,,,,,,,
165,OPDSIRMA,,,,,,,,,,,,
166,OPDSVB,,,,,,,,,,,,
167,OPDSNVO,,,,,,,,,,,,
168,OPDSNVE,,,,,,,,,,,,
169,OPDSRFP,,,,,,,,,,,,
170,OPDSPHVH,,,,,,,,,,,,
171,OPDSME,,,,,,,,,,,,
172,OPDSMEC,,,,,,,,,,,,
173,OPDSPPS,,,,,,,,,,,,
174,OPDSFOC,,,,,,,,,,,,
175,OPDSARM,,,,,,,,,,,,
176,OPDSPIGA,,,,,,,,,,,,
177,OPDSLARM,,,,,,,,,,,,
178,OPDSGA,,,,,,,,,,,,
179,OPDSEXU,,,,,,,,,,,,
180,OPDSAREX,,,,,,,,,,,,
181,OPDSREA,,,,,,,,,,,,
182,OPDSHD,,,,,,,,,,,,
183,OPDSD125,,,,,,,,,,,,
