,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
1,BAXMSTAT,MRT exam status,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
2,BAXRXNC,Reason for partial MRT exam,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
3,BAXRXND,Reason for not done MRT exam,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
4,BAX5STAT,Eligibility for Condition 5,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
5,BAQ110,Can stand on your own?,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
6,BAQ121,Are you currently wearing a leg brace?,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
7,BAQ125,Injury to foot leg or hip,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
8,BAQ132,Problems with dizzy past 24 hours,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
9,BAQ140,Last 12 months fallen due to dizziness,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
10,BAQ150,Do you have neck pain now?,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
11,BAQ160,Have you ever had surgery on your neck?,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
12,BAQ170,Neck problem lasted more than 6 weeks,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
13,BAQ201,Can you move head 30 degrees left/right?,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
14,BAQ173,Are you okay to begin this balance test?,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
15,BAXPF11,MRT cond. 1 trial 1 eyes open,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
16,BAXTC11,MRT cond. 1 trial 1 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
17,BAARFC11,MRT cond. 1 trial 1 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
18,BAXPF12,MRT cond. 1 trial 2 eyes open,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
19,BAXTC12,MRT cond. 1 trial 2 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
20,BAARFC12,MRT cond. 1 trial 2 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
21,BAXPF21,MRT cond. 2 trial 1 eyes closed,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
22,BAXTC21,MRT cond. 2 trial 1 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
23,BAARFC21,MRT cond. 2 trial 1 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
24,BAXPF22,MRT cond. 2 trial 2 eyes closed,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
25,BAXTC22,MRT cond. 2 trial 2 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
26,BAARFC22,MRT cond. 2 trial 2 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
27,BAXPF31,MRT cond. 3 trial 1 eyes open,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
28,BAXTC31,MRT cond. 3 trial 1 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
29,BAARFC31,MRT cond. 3 trial 1 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
30,BAXPF32,MRT cond. 3 trial 2 eyes open,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
31,BAXTC32,MRT cond. 3 trial 2 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
32,BAARFC32,MRT cond. 3 trial 2 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
33,BAXPF41,MRT cond. 4 trial 1 eyes closed,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
34,BAXTC41,MRT cond. 4 trial 1 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
35,BAARFC41,MRT cond. 4 trial 1 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
36,BAXPF42,MRT cond. 4 trial 2 eyes closed,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
37,BAXTC42,MRT cond. 4 trial 2 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
38,BAARFC42,MRT cond. 4 trial 2 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
39,BAXPF51,MRT cond. 5 trial 1 eyes closed,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
40,BAXTC51,MRT cond. 5 trial 1 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
41,BAARFC51,MRT cond. 5 trial 1 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
42,BAXPF52,MRT cond. 5 trial 2 eyes closed,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
43,BAXTC52,MRT cond. 5 trial 2 time,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
44,BAARFC52,MRT cond. 5 trial 2 reason stopped,Both males and females 20 YEARS - 69 YEARS,,,,,,,,,,,,,
