,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSAU2YR,,,,,,,,,,,,
2,WTSAU4YR,,,,,,,,,,,,
3,AUXRR101,,,,,,,,,,,,
4,AUXRR102,,,,,,,,,,,,
5,AUXRR103,,,,,,,,,,,,
6,AUXRR104,,,,,,,,,,,,
7,AUXRR105,,,,,,,,,,,,
8,AUXRR106,,,,,,,,,,,,
9,AUXRR107,,,,,,,,,,,,
10,AUXRR108,,,,,,,,,,,,
11,AUXRR109,,,,,,,,,,,,
12,AUXRR110,,,,,,,,,,,,
13,AUXRR111,,,,,,,,,,,,
14,AUXRR112,,,,,,,,,,,,
15,AUXRR113,,,,,,,,,,,,
16,AUXRR114,,,,,,,,,,,,
17,AUXRR115,,,,,,,,,,,,
18,AUXRR116,,,,,,,,,,,,
19,AUXRR117,,,,,,,,,,,,
20,AUXRR118,,,,,,,,,,,,
21,AUXRR119,,,,,,,,,,,,
22,AUXRR120,,,,,,,,,,,,
23,AUXRR121,,,,,,,,,,,,
24,AUXRR122,,,,,,,,,,,,
25,AUXRR123,,,,,,,,,,,,
26,AUXRR124,,,,,,,,,,,,
27,AUXRR125,,,,,,,,,,,,
28,AUXRR126,,,,,,,,,,,,
29,AUXRR127,,,,,,,,,,,,
30,AUXRR128,,,,,,,,,,,,
31,AUXRR129,,,,,,,,,,,,
32,AUXRR130,,,,,,,,,,,,
33,AUXRR131,,,,,,,,,,,,
34,AUXRR132,,,,,,,,,,,,
35,AUXRR133,,,,,,,,,,,,
36,AUXRR134,,,,,,,,,,,,
37,AUXRR135,,,,,,,,,,,,
38,AUXRR136,,,,,,,,,,,,
39,AUXRR137,,,,,,,,,,,,
40,AUXRR138,,,,,,,,,,,,
41,AUXRR139,,,,,,,,,,,,
42,AUXRR140,,,,,,,,,,,,
43,AUXRR141,,,,,,,,,,,,
44,AUXRR142,,,,,,,,,,,,
45,AUXRR143,,,,,,,,,,,,
46,AUXRR144,,,,,,,,,,,,
47,AUXRR145,,,,,,,,,,,,
48,AUXRR146,,,,,,,,,,,,
49,AUXRR147,,,,,,,,,,,,
50,AUXRR148,,,,,,,,,,,,
51,AUXRR149,,,,,,,,,,,,
52,AUXRR150,,,,,,,,,,,,
53,AUXRR151,,,,,,,,,,,,
54,AUXRR152,,,,,,,,,,,,
55,AUXRR153,,,,,,,,,,,,
56,AUXRR154,,,,,,,,,,,,
57,AUXRR155,,,,,,,,,,,,
58,AUXRR156,,,,,,,,,,,,
59,AUXRR157,,,,,,,,,,,,
60,AUXRR158,,,,,,,,,,,,
61,AUXRR159,,,,,,,,,,,,
62,AUXRR160,,,,,,,,,,,,
63,AUXRR161,,,,,,,,,,,,
64,AUXRR162,,,,,,,,,,,,
65,AUXRR163,,,,,,,,,,,,
66,AUXRR164,,,,,,,,,,,,
67,AUXRR165,,,,,,,,,,,,
68,AUXRR166,,,,,,,,,,,,
69,AUXRR167,,,,,,,,,,,,
70,AUXRR168,,,,,,,,,,,,
71,AUXRR169,,,,,,,,,,,,
72,AUXRR170,,,,,,,,,,,,
73,AUXRR171,,,,,,,,,,,,
74,AUXRR172,,,,,,,,,,,,
75,AUXRR173,,,,,,,,,,,,
76,AUXRR174,,,,,,,,,,,,
77,AUXRR175,,,,,,,,,,,,
78,AUXRR176,,,,,,,,,,,,
79,AUXRR177,,,,,,,,,,,,
80,AUXRR178,,,,,,,,,,,,
81,AUXRR179,,,,,,,,,,,,
82,AUXRR180,,,,,,,,,,,,
83,AUXRR181,,,,,,,,,,,,
84,AUXRR182,,,,,,,,,,,,
85,AUXRR183,,,,,,,,,,,,
86,AUXRR184,,,,,,,,,,,,
87,AUXLR101,,,,,,,,,,,,
88,AUXLR102,,,,,,,,,,,,
89,AUXLR103,,,,,,,,,,,,
90,AUXLR104,,,,,,,,,,,,
91,AUXLR105,,,,,,,,,,,,
92,AUXLR106,,,,,,,,,,,,
93,AUXLR107,,,,,,,,,,,,
94,AUXLR108,,,,,,,,,,,,
95,AUXLR109,,,,,,,,,,,,
96,AUXLR110,,,,,,,,,,,,
97,AUXLR111,,,,,,,,,,,,
98,AUXLR112,,,,,,,,,,,,
99,AUXLR113,,,,,,,,,,,,
100,AUXLR114,,,,,,,,,,,,
101,AUXLR115,,,,,,,,,,,,
102,AUXLR116,,,,,,,,,,,,
103,AUXLR117,,,,,,,,,,,,
104,AUXLR118,,,,,,,,,,,,
105,AUXLR119,,,,,,,,,,,,
106,AUXLR120,,,,,,,,,,,,
107,AUXLR121,,,,,,,,,,,,
108,AUXLR122,,,,,,,,,,,,
109,AUXLR123,,,,,,,,,,,,
110,AUXLR124,,,,,,,,,,,,
111,AUXLR125,,,,,,,,,,,,
112,AUXLR126,,,,,,,,,,,,
113,AUXLR127,,,,,,,,,,,,
114,AUXLR128,,,,,,,,,,,,
115,AUXLR129,,,,,,,,,,,,
116,AUXLR130,,,,,,,,,,,,
117,AUXLR131,,,,,,,,,,,,
118,AUXLR132,,,,,,,,,,,,
119,AUXLR133,,,,,,,,,,,,
120,AUXLR134,,,,,,,,,,,,
121,AUXLR135,,,,,,,,,,,,
122,AUXLR136,,,,,,,,,,,,
123,AUXLR137,,,,,,,,,,,,
124,AUXLR138,,,,,,,,,,,,
125,AUXLR139,,,,,,,,,,,,
126,AUXLR140,,,,,,,,,,,,
127,AUXLR141,,,,,,,,,,,,
128,AUXLR142,,,,,,,,,,,,
129,AUXLR143,,,,,,,,,,,,
130,AUXLR144,,,,,,,,,,,,
131,AUXLR145,,,,,,,,,,,,
132,AUXLR146,,,,,,,,,,,,
133,AUXLR147,,,,,,,,,,,,
134,AUXLR148,,,,,,,,,,,,
135,AUXLR149,,,,,,,,,,,,
136,AUXLR150,,,,,,,,,,,,
137,AUXLR151,,,,,,,,,,,,
138,AUXLR152,,,,,,,,,,,,
139,AUXLR153,,,,,,,,,,,,
140,AUXLR154,,,,,,,,,,,,
141,AUXLR155,,,,,,,,,,,,
142,AUXLR156,,,,,,,,,,,,
143,AUXLR157,,,,,,,,,,,,
144,AUXLR158,,,,,,,,,,,,
145,AUXLR159,,,,,,,,,,,,
146,AUXLR160,,,,,,,,,,,,
147,AUXLR161,,,,,,,,,,,,
148,AUXLR162,,,,,,,,,,,,
149,AUXLR163,,,,,,,,,,,,
150,AUXLR164,,,,,,,,,,,,
151,AUXLR165,,,,,,,,,,,,
152,AUXLR166,,,,,,,,,,,,
153,AUXLR167,,,,,,,,,,,,
154,AUXLR168,,,,,,,,,,,,
155,AUXLR169,,,,,,,,,,,,
156,AUXLR170,,,,,,,,,,,,
157,AUXLR171,,,,,,,,,,,,
158,AUXLR172,,,,,,,,,,,,
159,AUXLR173,,,,,,,,,,,,
160,AUXLR174,,,,,,,,,,,,
161,AUXLR175,,,,,,,,,,,,
162,AUXLR176,,,,,,,,,,,,
163,AUXLR177,,,,,,,,,,,,
164,AUXLR178,,,,,,,,,,,,
165,AUXLR179,,,,,,,,,,,,
166,AUXLR180,,,,,,,,,,,,
167,AUXLR181,,,,,,,,,,,,
168,AUXLR182,,,,,,,,,,,,
169,AUXLR183,,,,,,,,,,,,
170,AUXLR184,,,,,,,,,,,,
171,AUXRR201,,,,,,,,,,,,
172,AUXRR202,,,,,,,,,,,,
173,AUXRR203,,,,,,,,,,,,
174,AUXRR204,,,,,,,,,,,,
175,AUXRR205,,,,,,,,,,,,
176,AUXRR206,,,,,,,,,,,,
