,Column,Code,Label,English_Text,Target,English_Instructions,Class,Other For
0,SEQN,,,Respondent sequence number.,Both males and females 0 YEARS - 150 YEARS,nan,,
1,PEASCST1,1,Complete,Blood Pressure Status,Both males and females 0 YEARS - 150 YEARS,nan,,
2,PEASCST1,2,Partial,Blood Pressure Status,Both males and females 0 YEARS - 150 YEARS,nan,,
3,PEASCST1,3,Not Done,Blood Pressure Status,Both males and females 0 YEARS - 150 YEARS,nan,,
4,PEASCST1,.,Missing,Blood Pressure Status,Both males and females 0 YEARS - 150 YEARS,nan,,
5,PEASCTM1,2 To 2679,Range Of Values,Blood Pressure Time in Seconds,Both males and females 0 YEARS - 150 YEARS,nan,,
6,PEASCTM1,.,Missing,Blood Pressure Time in Seconds,Both males and females 0 YEARS - 150 YEARS,nan,,
7,PEASCCT1,1,Safety Exclusion,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
8,PEASCCT1,2,Sp Refusal,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
9,PEASCCT1,3,No Time,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
10,PEASCCT1,4,Physical Limitation,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
11,PEASCCT1,5,Communication Problem,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
12,PEASCCT1,7,Sp Ill/Emergency,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
13,PEASCCT1,14,Interrupted,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
14,PEASCCT1,56,Came Late/Left Early,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
15,PEASCCT1,84,Sp With Child,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
16,PEASCCT1,99,"Other, Specify",Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
17,PEASCCT1,.,Missing,Blood Pressure Comment,Both males and females 0 YEARS - 150 YEARS,nan,,
18,BPXCHR,0 To 288,Range Of Values,60 sec HR (30 sec HR * 2),Both males and females 0 YEARS - 7 YEARS,nan,,
19,BPXCHR,.,Missing,60 sec HR (30 sec HR * 2),Both males and females 0 YEARS - 7 YEARS,nan,,
20,BPQ150A,1,Yes,Have you had any of the following in the past 30 minutes?: Food,Both males and females 8 YEARS - 150 YEARS,nan,,
