,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PEASCST1,,,,,,,,,,,,
2,PEASCTM1,,,,,,,,,,,,
3,PEASCCT1,,,,,,,,,,,,
4,BPXCHR,,,,,,,,,,,,
5,BPQ150A,,,,,,,,,,,,
6,BPQ150B,,,,,,,,,,,,
7,BPQ150C,,,,,,,,,,,,
8,BPQ150D,,,,,,,,,,,,
9,BPAARM,,,,,,,,,,,,
10,BPACSZ,,,,,,,,,,,,
11,BPXPLS,,,,,,,,,,,,
12,BPXPULS,,,,,,,,,,,,
13,BPXPTY,,,,,,,,,,,,
14,BPXML1,,,,,,,,,,,,
15,BPXSY1,,,,,,,,,,,,
16,BPXDI1,,,,,,,,,,,,
17,BPAEN1,,,,,,,,,,,,
18,BPXSY2,,,,,,,,,,,,
19,BPXDI2,,,,,,,,,,,,
20,BPAEN2,,,,,,,,,,,,
21,BPXSY3,,,,,,,,,,,,
22,BPXDI3,,,,,,,,,,,,
23,BPAEN3,,,,,,,,,,,,
24,BPXSY4,,,,,,,,,,,,
25,BPXDI4,,,,,,,,,,,,
26,BPAEN4,,,,,,,,,,,,
