,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,DXAFMRD0,Calculated DO for femur,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
1,DXAFMRK,Calculated K for femur,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
2,DXAFMRST,Femur scan status ,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
3,DXXFMBCC,Total femur BMD invalidity code,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
4,DXXINA,Intertrochanter area,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
5,DXXINBMC,Intertrochanter BMC,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
6,DXXINBMD,Intertrochanter BMD,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
7,DXXNKA,Femoral neck area,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
8,DXXNKBMC,Femoral neck BMC,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
9,DXXNKBMD,Femoral neck BMD,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
10,DXXOFA,Total femur area,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
11,DXXOFBMC,Total femur BMC,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
12,DXXOFBMD,Total femur BMD,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
13,DXXTRA,Trochanter area,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
14,DXXTRBMC,Trochanter BMC,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
15,DXXTRBMD,Trochanter BMD,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
16,DXXWDA,Wards triangle area,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
17,DXXWDBMC,Wards triangle BMC,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
18,DXXWDBMD,Wards triangle BMD,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
19,SEQN,Respondent sequence number.,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
