,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
1,MSAEXLEN,Timed walk & muscle strength time (sec),Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
2,MSAEXSTS,Timed walk and muscle strength status,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
3,MSAEXCMT,Timed walk and muscle strength comments,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
4,MSDEXCLU,Exclusion criteria for muscle strength,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
5,MSXWTIME,Time to complete 20 ft walk (seconds),Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
6,MSXWPAIN,Pain reported on walking:,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
7,MSAWDEV,Type of device used:,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
8,MSDPTIME,Time to peak force in seconds,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
9,MSDPFANG,Angle of peak force (degrees),Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
10,MSXARML,Arm length cm,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
11,MSXGRAV,Gravity Correction in Lb,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
12,MSDPFVEL,Peak force velocity degree/seconds,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
13,MSDPF,Peak force (Newtons),Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
14,MSDNTR,Number of trials,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
15,MSDAPF,Average peak force (Newtons),Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
16,MSDPFTR,The selected peak force trial,Both males and females 50 YEARS - 150 YEARS,,,,,,,,,,,,,
