,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DXAEXSTS,,,,,,,,,,,,
2,DXAHEBV,,,,,,,,,,,,
3,DXXHEA,,,,,,,,,,,,
4,DXXHEBMC,,,,,,,,,,,,
5,DXXHEBMD,,,,,,,,,,,,
6,DXAHETV,,,,,,,,,,,,
7,DXXHEFAT,,,,,,,,,,,,
8,DXDHELE,,,,,,,,,,,,
9,DXXHELI,,,,,,,,,,,,
10,DXDHETOT,,,,,,,,,,,,
11,DXDHEPF,,,,,,,,,,,,
12,DXALABV,,,,,,,,,,,,
13,DXXLAA,,,,,,,,,,,,
14,DXXLABMC,,,,,,,,,,,,
15,DXXLABMD,,,,,,,,,,,,
16,DXALATV,,,,,,,,,,,,
17,DXXLAFAT,,,,,,,,,,,,
18,DXDLALE,,,,,,,,,,,,
19,DXXLALI,,,,,,,,,,,,
20,DXDLATOT,,,,,,,,,,,,
21,DXDLAPF,,,,,,,,,,,,
22,DXALLBV,,,,,,,,,,,,
23,DXXLLA,,,,,,,,,,,,
24,DXXLLBMC,,,,,,,,,,,,
25,DXXLLBMD,,,,,,,,,,,,
26,DXALLTV,,,,,,,,,,,,
27,DXXLLFAT,,,,,,,,,,,,
28,DXDLLLE,,,,,,,,,,,,
29,DXXLLLI,,,,,,,,,,,,
30,DXDLLTOT,,,,,,,,,,,,
31,DXDLLPF,,,,,,,,,,,,
32,DXARABV,,,,,,,,,,,,
33,DXXRAA,,,,,,,,,,,,
34,DXXRABMC,,,,,,,,,,,,
35,DXXRABMD,,,,,,,,,,,,
36,DXARATV,,,,,,,,,,,,
37,DXXRAFAT,,,,,,,,,,,,
38,DXDRALE,,,,,,,,,,,,
39,DXXRALI,,,,,,,,,,,,
40,DXDRATOT,,,,,,,,,,,,
41,DXDRAPF,,,,,,,,,,,,
42,DXARLBV,,,,,,,,,,,,
43,DXXRLA,,,,,,,,,,,,
44,DXXRLBMC,,,,,,,,,,,,
45,DXXRLBMD,,,,,,,,,,,,
46,DXARLTV,,,,,,,,,,,,
47,DXXRLFAT,,,,,,,,,,,,
48,DXDRLLE,,,,,,,,,,,,
49,DXXRLLI,,,,,,,,,,,,
50,DXDRLTOT,,,,,,,,,,,,
51,DXDRLPF,,,,,,,,,,,,
52,DXXLRA,,,,,,,,,,,,
53,DXXLRBMC,,,,,,,,,,,,
54,DXXLRBMD,,,,,,,,,,,,
55,DXXRRA,,,,,,,,,,,,
56,DXXRRBMC,,,,,,,,,,,,
57,DXXRRBMD,,,,,,,,,,,,
58,DXXTSA,,,,,,,,,,,,
59,DXXTSBMC,,,,,,,,,,,,
60,DXXTSBMD,,,,,,,,,,,,
61,DXXLSA,,,,,,,,,,,,
62,DXXLSBMC,,,,,,,,,,,,
63,DXXLSBMD,,,,,,,,,,,,
64,DXXPEA,,,,,,,,,,,,
65,DXXPEBMC,,,,,,,,,,,,
66,DXXPEBMD,,,,,,,,,,,,
67,DXATRBV,,,,,,,,,,,,
68,DXDTRA,,,,,,,,,,,,
69,DXDTRBMC,,,,,,,,,,,,
70,DXDTRBMD,,,,,,,,,,,,
71,DXATRTV,,,,,,,,,,,,
72,DXXTRFAT,,,,,,,,,,,,
73,DXDTRLE,,,,,,,,,,,,
74,DXXTRLI,,,,,,,,,,,,
75,DXDTRTOT,,,,,,,,,,,,
76,DXDTRPF,,,,,,,,,,,,
77,DXDSTA,,,,,,,,,,,,
78,DXDSTBMC,,,,,,,,,,,,
79,DXDSTBMD,,,,,,,,,,,,
80,DXDSTFAT,,,,,,,,,,,,
81,DXDSTLE,,,,,,,,,,,,
82,DXDSTLI,,,,,,,,,,,,
83,DXDSTTOT,,,,,,,,,,,,
84,DXDSTPF,,,,,,,,,,,,
85,DXDTOA,,,,,,,,,,,,
86,DXDTOBMC,,,,,,,,,,,,
87,DXDTOBMD,,,,,,,,,,,,
88,DXDTOFAT,,,,,,,,,,,,
89,DXDTOLE,,,,,,,,,,,,
90,DXDTOLI,,,,,,,,,,,,
91,DXDTOTOT,,,,,,,,,,,,
92,DXDTOPF,,,,,,,,,,,,
