,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
1,OHAEXSTS,Overall Oral Health Exam Status,Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
2,OHX08HTC,Tooth Count: Upper right central incisor (CI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
3,OHX07HTC,Tooth Count: Upper right lateral incisor (LI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
4,OHX06HTC,Tooth Count: Upper right cuspid (C),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
5,OHX05HTC,Tooth Count: Upper right 1st bicuspid (1B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
6,OHX04HTC,Tooth Count: Upper right 2nd bicuspid (2B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
7,OHX03HTC,Tooth Count: Upper right 1st molar (1M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
8,OHX02HTC,Tooth Count: Upper right 2nd molar (2M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
9,OHX01HTC,Tooth Count: Upper right 3rd molar (3M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
10,OHX09HTC,Tooth Count: Upper left central incisor (CI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
11,OHX10HTC,Tooth Count: Upper left lateral incisor (LI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
12,OHX11HTC,Tooth Count: Upper left cuspid (C),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
13,OHX12HTC,Tooth Count: Upper left 1st bicuspid (1B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
14,OHX13HTC,Tooth Count: Upper left 2nd bicuspid (2B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
15,OHX14HTC,Tooth Count: Upper left 1st molar (1M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
16,OHX15HTC,Tooth Count: Upper left 2nd molar (2M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
17,OHX16HTC,Tooth Count: Upper left 3rd molar (3M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
18,OHX24HTC,Tooth Count: Lower left central incisor (CI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
19,OHX23HTC,Tooth Count: Lower left lateral incisor (LI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
20,OHX22HTC,Tooth Count: Lower left cuspid (C),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
21,OHX21HTC,Tooth Count: Lower left 1st bicuspid (1B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
22,OHX20HTC,Tooth Count: Lower left 2nd bicuspid (2B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
23,OHX19HTC,Tooth Count: Lower left 1st molar (1M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
24,OHX18HTC,Tooth Count: Lower left 2nd molar (2M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
25,OHX17HTC,Tooth Count: Lower left 3rd molar (3M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
26,OHX25HTC,Tooth Count: Lower right central incisor (CI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
27,OHX26HTC,Tooth Count: Lower right lateral incisor (LI),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
28,OHX27HTC,Tooth Count: Lower right cuspid (C),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
29,OHX28HTC,Tooth Count: Lower right 1st bicuspid (1B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
30,OHX29HTC,Tooth Count: Lower right 2nd bicuspid (2B),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
31,OHX30HTC,Tooth Count: Lower right 1st molar (1M),Both males and females 5 YEARS - 150 YEARS,,,,,,,,,,,,,
