,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OHAEXSTS,,,,,,,,,,,,
2,OHX08HTC,,,,,,,,,,,,
3,OHX07HTC,,,,,,,,,,,,
4,OHX06HTC,,,,,,,,,,,,
5,OHX05HTC,,,,,,,,,,,,
6,OHX04HTC,,,,,,,,,,,,
7,OHX03HTC,,,,,,,,,,,,
8,OHX02HTC,,,,,,,,,,,,
9,OHX01HTC,,,,,,,,,,,,
10,OHX09HTC,,,,,,,,,,,,
11,OHX10HTC,,,,,,,,,,,,
12,OHX11HTC,,,,,,,,,,,,
13,OHX12HTC,,,,,,,,,,,,
14,OHX13HTC,,,,,,,,,,,,
15,OHX14HTC,,,,,,,,,,,,
16,OHX15HTC,,,,,,,,,,,,
17,OHX16HTC,,,,,,,,,,,,
18,OHX24HTC,,,,,,,,,,,,
19,OHX23HTC,,,,,,,,,,,,
20,OHX22HTC,,,,,,,,,,,,
21,OHX21HTC,,,,,,,,,,,,
22,OHX20HTC,,,,,,,,,,,,
23,OHX19HTC,,,,,,,,,,,,
24,OHX18HTC,,,,,,,,,,,,
25,OHX17HTC,,,,,,,,,,,,
26,OHX25HTC,,,,,,,,,,,,
27,OHX26HTC,,,,,,,,,,,,
28,OHX27HTC,,,,,,,,,,,,
29,OHX28HTC,,,,,,,,,,,,
30,OHX29HTC,,,,,,,,,,,,
31,OHX30HTC,,,,,,,,,,,,
32,OHX31HTC,,,,,,,,,,,,
33,OHX32HTC,,,,,,,,,,,,
34,OHXDECAY,,,,,,,,,,,,
35,OHXREST,,,,,,,,,,,,
36,OHXSEAL,,,,,,,,,,,,
37,OHXFCRZ1,,,,,,,,,,,,
38,OHXFCRZ2,,,,,,,,,,,,
39,OHXFCRZ3,,,,,,,,,,,,
40,OHXFCRZ4,,,,,,,,,,,,
41,OHXFCRZ5,,,,,,,,,,,,
42,OHXFCRZ6,,,,,,,,,,,,
43,OHXFCRZ7,,,,,,,,,,,,
44,OHXFCRZ8,,,,,,,,,,,,
45,OHXFCLZ1,,,,,,,,,,,,
46,OHXFCLZ2,,,,,,,,,,,,
47,OHXFCLZ3,,,,,,,,,,,,
48,OHXFCLZ4,,,,,,,,,,,,
49,OHXFCLZ5,,,,,,,,,,,,
50,OHXFCLZ6,,,,,,,,,,,,
51,OHXFCLZ7,,,,,,,,,,,,
52,OHXFCLZ8,,,,,,,,,,,,
53,OHXFCANT,,,,,,,,,,,,
54,OHQ410,,,,,,,,,,,,
55,OHQ420,,,,,,,,,,,,
56,OHQ430,,,,,,,,,,,,
57,OHQ440,,,,,,,,,,,,
58,OHAPOS,,,,,,,,,,,,
