,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
1,DXAEXSTS,Exam Status,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
2,DXAHEBV,Head Bone Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
3,DXXHEA,Head Area (cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
4,DXXHEBMC,Head Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
5,DXXHEBMD,Head Bone Mineral Density (grams/cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
6,DXAHETV,Head Tissue Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
7,DXXHEFAT,Head Fat (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
8,DXDHELE,Head Lean excl Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
9,DXXHELI,Head Lean incl Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
10,DXDHETOT,Head Total (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
11,DXDHEPF,Head Percent Fat,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
12,DXALABV,Left Arm Bone Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
13,DXXLAA,Left Arm Area (cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
14,DXXLABMC,Left Arm Body Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
15,DXXLABMD,Left Arm Body Mineral Density (grams/cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
16,DXALATV,Left Arm Tissue Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
17,DXXLAFAT,Left Arm Fat (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
18,DXDLALE,Left Arm Lean excl Body Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
19,DXXLALI,Left Arm Lean incl BMC (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
20,DXDLATOT,Left Arm Total (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
21,DXDLAPF,Left Arm Percent Fat,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
22,DXALLBV,Left Leg Bone Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
23,DXXLLA,Left Leg Area(cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
24,DXXLLBMC,Left Leg Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
25,DXXLLBMD,Left Leg Bone Mineral Density (grams/cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
26,DXALLTV,Left Leg Tissue Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
27,DXXLLFAT,Left Leg Fat (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
28,DXDLLLE,Left Leg Lean excl Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
29,DXXLLLI,Left Leg Lean incl Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
30,DXDLLTOT,Left Leg Total (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
31,DXDLLPF,Left Leg Percent Fat,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
32,DXARABV,Right Arm Bone Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
33,DXXRAA,Right Arm Area (cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
34,DXXRABMC,Right Arm Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
35,DXXRABMD,Right Arm Bone Mineral Density (grams/cm^2),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
36,DXARATV,Right Arm Tissue Invalidity Code,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
37,DXXRAFAT,Right Arm Fat (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
38,DXDRALE,Right Arm Lean excl Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
39,DXXRALI,Right Arm Lean incl Bone Mineral Content (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
40,DXDRATOT,Right Arm Total (grams),Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
41,DXDRAPF,Right Arm Percent Fat,Both males and females 8 YEARS - 59 YEARS,,,,,,,,,,,,,
