,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,OHDDESTS,Dentition Status Code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
1,OHDEXSTS,Overall Oral Health Exam Status,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
2,OHX01TC,Tooth Count: Upper right 3rd molar (3M),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
3,OHX02CSC,Coronal Caries: Upper right 2nd molar (2M) surface calls. These values can be recorded as a string variable for example:0 13 468.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
4,OHX02CTC,Coronal Caries: Upper right 2nd molar (2M) tooth code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
5,OHX02RSC,Coronal Caries: Secondary restoration surface call - Upper right 2nd molar (2M). These values can be recorded as a string variable for example:0 13 468.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
6,OHX02RTC,Coronal Caries: Second restoration present - Upper right 2nd molar (2M),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
7,OHX02SE,Dental Sealants: Upper right 2nd molar (2M) sealant codes. These values can be recorded as a string variable for example:0 12 13.,Both males and females 3 YEARS - 19 YEARS,,,,,,,,,,,,,
8,OHX02TC,Tooth Count: Upper right 2nd molar (2M),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
9,OHX03CSC,Coronal Caries: Upper right 1st molar (1M) surface calls.These values can be recorded as a string variable for example:0 13 468.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
10,OHX03CTC,Coronal Caries: Upper right 1st molar (1M) tooth code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
11,OHX03RSC,Coronal Caries: Secondary restoration surface call - Upper right 1st molar (1M). These values can be recorded as a string variable for example:0 13 468.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
12,OHX03RTC,Coronal Caries: Second restoration present - Upper right 1st molar (1M),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
13,OHX03SE,Dental Sealants: Upper right 1st molar (1M) sealant codes. These values can be recorded as a string variable for example:0 12 13.,Both males and females 3 YEARS - 19 YEARS,,,,,,,,,,,,,
14,OHX03TC,Tooth Count: Upper right 1st molar (1M),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
15,OHX04CSC,Coronal Caries: Upper right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable for example:0 13 468.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
