,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
1,OHAEXSTS,Overall Oral Health Exam Status,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
2,OHASCST5,Referral Status Code,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
3,OHQ131,Q1. Has a doctor or dentist ever told you that you must ALWAYS take antibiotics (e.g. penicillin) before you get a dental check up or care?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
4,OHQ132,Q2. A heart problem?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
5,OHQ134,Q3. Congenital heart murmurs?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
6,OHQ136,Q4. Heart valve problem?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
7,OHQ138,Q5. Congenital heart disease?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
8,OHQ140,Q6. Bacterial endocarditis?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
9,OHQ142,Q7. Rheumatic fever?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
10,OHQ144,Q8. Kidney disease requiring renal dialysis?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
11,OHQ146,Q11. Other artificial material in your heart veins or arteries?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
12,OHQ148,Q12. A hip bone or joint replacement?,Both males and females 13 YEARS - 150 YEARS,,,,,,,,,,,,,
13,OHQ160,During the past 30 days have you experienced a toothache or painful tooth (including pain with biting or chewing or sensations to hot cold or sweets)?,Both males and females 10 YEARS - 69 YEARS,,,,,,,,,,,,,
14,OHQ170,For how many days in the past 30 days did you have these sensations?,Both males and females 10 YEARS - 69 YEARS,,,,,,,,,,,,,
15,OHAREC,Overall recommendation for care,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
16,OHAROCDT,A. Decayed teeth,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
17,OHAROCGP,B. Gums/gum disease,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
18,OHAROCOH,C. Oral hygiene,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
19,OHAROCCI,D. Clinical impression of soft tissue condition,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
20,OHAROTH,Some other finding (specify w/ referral letter),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
21,OHARNF,F. No significant findings,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
