,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUAEXSTS,,,,,,,,,,,,
2,AUAEXCMT,,,,,,,,,,,,
3,AUQ011,,,,,,,,,,,,
4,AUQ540,,,,,,,,,,,,
5,AUQ550,,,,,,,,,,,,
6,AUQ550A,,,,,,,,,,,,
7,AUQ550B,,,,,,,,,,,,
8,AUQ550C,,,,,,,,,,,,
9,AUQ550D,,,,,,,,,,,,
10,AUQ550E,,,,,,,,,,,,
11,AUQ560,,,,,,,,,,,,
12,AUQ570,,,,,,,,,,,,
13,AUQ580,,,,,,,,,,,,
14,AUQ590,,,,,,,,,,,,
15,AUQ600,,,,,,,,,,,,
16,AUQ610,,,,,,,,,,,,
17,AUQ051,,,,,,,,,,,,
18,AUQ010,,,,,,,,,,,,
19,AUQ020,,,,,,,,,,,,
20,AUQ020A,,,,,,,,,,,,
21,AUQ020B,,,,,,,,,,,,
22,AUQ020C,,,,,,,,,,,,
23,AUQ020D,,,,,,,,,,,,
24,AUQ020E,,,,,,,,,,,,
25,AUQ031,,,,,,,,,,,,
26,AUQ041,,,,,,,,,,,,
27,AUQ520,,,,,,,,,,,,
28,AUQ530,,,,,,,,,,,,
29,AUQ050,,,,,,,,,,,,
30,AUXOTSPL,,,,,,,,,,,,
31,AUXLOEXC,,,,,,,,,,,,
32,AUXLOIMC,,,,,,,,,,,,
33,AUXLOCOL,,,,,,,,,,,,
34,AUXLOABN,,,,,,,,,,,,
35,AUDLOABC,,,,,,,,,,,,
36,AUXROTSP,,,,,,,,,,,,
37,AUXROEXC,,,,,,,,,,,,
38,AUXROIMC,,,,,,,,,,,,
39,AUXROCOL,,,,,,,,,,,,
40,AUXROABN,,,,,,,,,,,,
41,AUDROABC,,,,,,,,,,,,
42,AUXTMEPR,,,,,,,,,,,,
43,AUXTPVR,,,,,,,,,,,,
44,AUXTWIDR,,,,,,,,,,,,
45,AUXTCOMR,,,,,,,,,,,,
46,AUXTMEPL,,,,,,,,,,,,
47,AUXTPVL,,,,,,,,,,,,
48,AUXTWIDL,,,,,,,,,,,,
49,AUXTCOML,,,,,,,,,,,,
50,AUAEAR,,,,,,,,,,,,
51,AUAMODE,,,,,,,,,,,,
52,AUAFMANL,,,,,,,,,,,,
53,AUAFMANR,,,,,,,,,,,,
54,AUXU1K1R,,,,,,,,,,,,
55,AUXU500R,,,,,,,,,,,,
56,AUXU1K2R,,,,,,,,,,,,
57,AUXU2KR,,,,,,,,,,,,
58,AUXU3KR,,,,,,,,,,,,
59,AUXU4KR,,,,,,,,,,,,
60,AUXU6KR,,,,,,,,,,,,
61,AUXU8KR,,,,,,,,,,,,
62,AUXU1K1L,,,,,,,,,,,,
63,AUXU500L,,,,,,,,,,,,
64,AUXU1K2L,,,,,,,,,,,,
65,AUXU2KL,,,,,,,,,,,,
66,AUXU3KL,,,,,,,,,,,,
67,AUXU4KL,,,,,,,,,,,,
68,AUXU6KL,,,,,,,,,,,,
69,AUXU8KL,,,,,,,,,,,,
70,AUXR1K1R,,,,,,,,,,,,
71,AUXR5CR,,,,,,,,,,,,
72,AUXR1K2R,,,,,,,,,,,,
73,AUXR2KR,,,,,,,,,,,,
74,AUXR3KR,,,,,,,,,,,,
75,AUXR4KR,,,,,,,,,,,,
76,AUXR6KR,,,,,,,,,,,,
77,AUXR8KR,,,,,,,,,,,,
78,AUXR1K1L,,,,,,,,,,,,
79,AUXR5CL,,,,,,,,,,,,
80,AUXR1K2L,,,,,,,,,,,,
81,AUXR2KL,,,,,,,,,,,,
82,AUXR3KL,,,,,,,,,,,,
83,AUXR4KL,,,,,,,,,,,,
84,AUXR6KL,,,,,,,,,,,,
85,AUXR8KL,,,,,,,,,,,,
86,AUAREQC,,,,,,,,,,,,
87,AUATYMTR,,,,,,,,,,,,
88,AUALEQC,,,,,,,,,,,,
89,AUATYMTL,,,,,,,,,,,,
