,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
1,MXAEXSTS,,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
2,DEABACK,Back with elbows image captured,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
3,DEAINARM,Inner arm image captured,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
4,DEAFRLEG,Front of legs with hands image captured,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
5,DEALOLEG,Back of leg with palms image captured,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
6,DEABKRSN,Back image not captured reason,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
7,DEAIARSN,Inner arm image not captured reason,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
8,DEAFLRSN,Front leg image not captured reason,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
9,DEALLRSN,Lower leg image not captured reason,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
10,DEX1FITZ,Reader 1 Fitzpatrick skin type,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
11,DED1HDDX,Reader 1 hand dermatitis,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
12,DEX1HDCF,Reader 1 hand dermatitis confidence,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
13,DEX1HDFH,Reader 1 hand dermatitis present forearms/hands,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
14,DEX1HDPM,Reader 1 hand dermatitis present palms,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
15,DED1PSDX,Reader 1 psoriasis,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
16,DEX1PSCF,Reader 1 psoriasis confidence,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
17,DEX1PSFH,Reader 1 psoriasis present forearms/hands,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
18,DEX1PSPM,Reader 1 psoriasis present palms,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
19,DEX1PSBK,Reader 1 psoriasis present back,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
20,DEX1PSPL,Reader 1 psoriasis present posterior legs,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
21,DEX1PSAL,Reader 1 psoriasis present anterior legs,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
22,DEQ1ELFO,Reader 1 psoriasis present elbows focus,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
23,DEQ1ELSH,Reader 1 psoriasis present elbows shadow,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
24,DEQ1ELPO,Reader 1 psoriasis present elbows position,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
25,DEQ1ELOT,Reader 1 psoriasis present elbows other,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
26,DEQ1BPFO,Reader 1 psoriasis present back of legs with palm focus,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
27,DEQ1BPSH,Reader 1 psoriasis present back of legs with palm shadow,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
28,DEQ1BPPO,Reader 1 psoriasis present back of legs with palm position,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
29,DEQ1BPOT,Reader 1 psoriasis present back of legs with palm other,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
30,DEQ1FHFO,Reader 1 psoriasis present front of legs with palm focus,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
31,DEQ1FHSH,Reader 1 psoriasis present front of legs with palm shadow,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
32,DEQ1FHPO,Reader 1 psoriasis present front of legs with palm position,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
33,DEQ1FHOT,Reader 1 psoriasis present front of legs with palm other,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
34,DEQ1IAFO,Reader 1 psoriasis present inner arm focus,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
35,DEQ1IASH,Reader 1 psoriasis present inner arm shadow,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
36,DEQ1IAPO,Reader 1 psoriasis presetn inner arm position,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
37,DEQ1IAOT,Reader 1 psoriasis present inner arm other,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
38,DEX1CRFU,Reader 1 condition require follow-up,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
39,DEX1COMM,Reader 1 comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
40,DEX2FITZ,Reader 2 Fitzpatrick skin type,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
41,DED2HDDX,Reader 2 hand dermatitis,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
42,DEX2HDCF,Reader 2 hand dermatitis confidence,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
43,DEX2HDFH,Reader 2 hand dermatitis present forearms/hands,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
44,DEX2HDPM,Reader 2 hand dermatitis present palms,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
45,DED2PSDX,Reader 2 psoriasis,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
46,DEX2PSCF,Reader 2 psoriasis confidence,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
47,DEX2PSFH,Reader 2 psoriasis present forearms/hands,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
48,DEX2PSPM,Reader 2 psoriasis present palms,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
49,DEX2PSBK,Reader 2 psoriasis present back,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
