,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,AUDTYR01,,,,,,,,,,,,
2,AUDTYR02,,,,,,,,,,,,
3,AUDTYR03,,,,,,,,,,,,
4,AUDTYR04,,,,,,,,,,,,
5,AUDTYR05,,,,,,,,,,,,
6,AUDTYR06,,,,,,,,,,,,
7,AUDTYR07,,,,,,,,,,,,
8,AUDTYR08,,,,,,,,,,,,
9,AUDTYR09,,,,,,,,,,,,
10,AUDTYR10,,,,,,,,,,,,
11,AUDTYR11,,,,,,,,,,,,
12,AUDTYR12,,,,,,,,,,,,
13,AUDTYR13,,,,,,,,,,,,
14,AUDTYR14,,,,,,,,,,,,
15,AUDTYR15,,,,,,,,,,,,
16,AUDTYR16,,,,,,,,,,,,
17,AUDTYR17,,,,,,,,,,,,
18,AUDTYR18,,,,,,,,,,,,
19,AUDTYR19,,,,,,,,,,,,
20,AUDTYR20,,,,,,,,,,,,
21,AUDTYR21,,,,,,,,,,,,
22,AUDTYR22,,,,,,,,,,,,
23,AUDTYR23,,,,,,,,,,,,
24,AUDTYR24,,,,,,,,,,,,
25,AUDTYR25,,,,,,,,,,,,
26,AUDTYR26,,,,,,,,,,,,
27,AUDTYR27,,,,,,,,,,,,
28,AUDTYR28,,,,,,,,,,,,
29,AUDTYR29,,,,,,,,,,,,
30,AUDTYR30,,,,,,,,,,,,
31,AUDTYR31,,,,,,,,,,,,
32,AUDTYR32,,,,,,,,,,,,
33,AUDTYR33,,,,,,,,,,,,
34,AUDTYR34,,,,,,,,,,,,
35,AUDTYR35,,,,,,,,,,,,
36,AUDTYR36,,,,,,,,,,,,
37,AUDTYR37,,,,,,,,,,,,
38,AUDTYR38,,,,,,,,,,,,
39,AUDTYR39,,,,,,,,,,,,
40,AUDTYR40,,,,,,,,,,,,
41,AUDTYR41,,,,,,,,,,,,
42,AUDTYR42,,,,,,,,,,,,
43,AUDTYR43,,,,,,,,,,,,
44,AUDTYR44,,,,,,,,,,,,
45,AUDTYR45,,,,,,,,,,,,
46,AUDTYR46,,,,,,,,,,,,
47,AUDTYR47,,,,,,,,,,,,
48,AUDTYR48,,,,,,,,,,,,
49,AUDTYR49,,,,,,,,,,,,
50,AUDTYR50,,,,,,,,,,,,
51,AUDTYR51,,,,,,,,,,,,
52,AUDTYR52,,,,,,,,,,,,
53,AUDTYR53,,,,,,,,,,,,
54,AUDTYR54,,,,,,,,,,,,
55,AUDTYR55,,,,,,,,,,,,
56,AUDTYR56,,,,,,,,,,,,
57,AUDTYR57,,,,,,,,,,,,
58,AUDTYR58,,,,,,,,,,,,
59,AUDTYR59,,,,,,,,,,,,
60,AUDTYR60,,,,,,,,,,,,
61,AUDTYR61,,,,,,,,,,,,
62,AUDTYR62,,,,,,,,,,,,
63,AUDTYR63,,,,,,,,,,,,
64,AUDTYR64,,,,,,,,,,,,
65,AUDTYR65,,,,,,,,,,,,
66,AUDTYR66,,,,,,,,,,,,
67,AUDTYR67,,,,,,,,,,,,
68,AUDTYR68,,,,,,,,,,,,
69,AUDTYR69,,,,,,,,,,,,
70,AUDTYR70,,,,,,,,,,,,
71,AUDTYR71,,,,,,,,,,,,
72,AUDTYR72,,,,,,,,,,,,
73,AUDTYR73,,,,,,,,,,,,
74,AUDTYR74,,,,,,,,,,,,
75,AUDTYR75,,,,,,,,,,,,
76,AUDTYR76,,,,,,,,,,,,
77,AUDTYR77,,,,,,,,,,,,
78,AUDTYR78,,,,,,,,,,,,
79,AUDTYR79,,,,,,,,,,,,
80,AUDTYR80,,,,,,,,,,,,
81,AUDTYR81,,,,,,,,,,,,
82,AUDTYR82,,,,,,,,,,,,
83,AUDTYR83,,,,,,,,,,,,
84,AUDTYR84,,,,,,,,,,,,
85,AUDTYL01,,,,,,,,,,,,
86,AUDTYL02,,,,,,,,,,,,
87,AUDTYL03,,,,,,,,,,,,
88,AUDTYL04,,,,,,,,,,,,
89,AUDTYL05,,,,,,,,,,,,
90,AUDTYL06,,,,,,,,,,,,
91,AUDTYL07,,,,,,,,,,,,
92,AUDTYL08,,,,,,,,,,,,
93,AUDTYL09,,,,,,,,,,,,
94,AUDTYL10,,,,,,,,,,,,
95,AUDTYL11,,,,,,,,,,,,
96,AUDTYL12,,,,,,,,,,,,
97,AUDTYL13,,,,,,,,,,,,
98,AUDTYL14,,,,,,,,,,,,
99,AUDTYL15,,,,,,,,,,,,
100,AUDTYL16,,,,,,,,,,,,
101,AUDTYL17,,,,,,,,,,,,
102,AUDTYL18,,,,,,,,,,,,
103,AUDTYL19,,,,,,,,,,,,
104,AUDTYL20,,,,,,,,,,,,
105,AUDTYL21,,,,,,,,,,,,
106,AUDTYL22,,,,,,,,,,,,
107,AUDTYL23,,,,,,,,,,,,
108,AUDTYL24,,,,,,,,,,,,
109,AUDTYL25,,,,,,,,,,,,
110,AUDTYL26,,,,,,,,,,,,
111,AUDTYL27,,,,,,,,,,,,
112,AUDTYL28,,,,,,,,,,,,
113,AUDTYL29,,,,,,,,,,,,
114,AUDTYL30,,,,,,,,,,,,
115,AUDTYL31,,,,,,,,,,,,
116,AUDTYL32,,,,,,,,,,,,
117,AUDTYL33,,,,,,,,,,,,
118,AUDTYL34,,,,,,,,,,,,
119,AUDTYL35,,,,,,,,,,,,
120,AUDTYL36,,,,,,,,,,,,
121,AUDTYL37,,,,,,,,,,,,
122,AUDTYL38,,,,,,,,,,,,
123,AUDTYL39,,,,,,,,,,,,
124,AUDTYL40,,,,,,,,,,,,
125,AUDTYL41,,,,,,,,,,,,
126,AUDTYL42,,,,,,,,,,,,
127,AUDTYL43,,,,,,,,,,,,
128,AUDTYL44,,,,,,,,,,,,
129,AUDTYL45,,,,,,,,,,,,
130,AUDTYL46,,,,,,,,,,,,
131,AUDTYL47,,,,,,,,,,,,
132,AUDTYL48,,,,,,,,,,,,
133,AUDTYL49,,,,,,,,,,,,
134,AUDTYL50,,,,,,,,,,,,
135,AUDTYL51,,,,,,,,,,,,
136,AUDTYL52,,,,,,,,,,,,
137,AUDTYL53,,,,,,,,,,,,
138,AUDTYL54,,,,,,,,,,,,
139,AUDTYL55,,,,,,,,,,,,
140,AUDTYL56,,,,,,,,,,,,
141,AUDTYL57,,,,,,,,,,,,
142,AUDTYL58,,,,,,,,,,,,
143,AUDTYL59,,,,,,,,,,,,
144,AUDTYL60,,,,,,,,,,,,
145,AUDTYL61,,,,,,,,,,,,
146,AUDTYL62,,,,,,,,,,,,
147,AUDTYL63,,,,,,,,,,,,
148,AUDTYL64,,,,,,,,,,,,
149,AUDTYL65,,,,,,,,,,,,
150,AUDTYL66,,,,,,,,,,,,
151,AUDTYL67,,,,,,,,,,,,
152,AUDTYL68,,,,,,,,,,,,
153,AUDTYL69,,,,,,,,,,,,
154,AUDTYL70,,,,,,,,,,,,
155,AUDTYL71,,,,,,,,,,,,
156,AUDTYL72,,,,,,,,,,,,
157,AUDTYL73,,,,,,,,,,,,
158,AUDTYL74,,,,,,,,,,,,
159,AUDTYL75,,,,,,,,,,,,
160,AUDTYL76,,,,,,,,,,,,
161,AUDTYL77,,,,,,,,,,,,
162,AUDTYL78,,,,,,,,,,,,
163,AUDTYL79,,,,,,,,,,,,
164,AUDTYL80,,,,,,,,,,,,
165,AUDTYL81,,,,,,,,,,,,
166,AUDTYL82,,,,,,,,,,,,
167,AUDTYL83,,,,,,,,,,,,
168,AUDTYL84,,,,,,,,,,,,
