,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
1,BMDSTATS,Body Measures Component status Code,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
2,BMXWT,Weight (kg),Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
3,BMIWT,Weight Comment,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
4,BMXRECUM,Recumbent Length (cm),Both males and females 0 YEARS - 47 MONTHS,,,,,,,,,,,,,
5,BMIRECUM,Recumbent Length Comment,Both males and females 0 MONTHS - 47 MONTHS,,,,,,,,,,,,,
6,BMXHEAD,Head Circumference (cm),Both males and females 0 YEARS - 6 MONTHS,,,,,,,,,,,,,
7,BMIHEAD,Head Circumference Comment,Both males and females 0 MONTHS - 6 MONTHS,,,,,,,,,,,,,
8,BMXHT,Standing Height (cm),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
9,BMIHT,Standing Height Comment,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
10,BMXBMI,Body Mass Index (kg/m**2),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
11,BMXLEG,Upper Leg Length (cm),Both males and females 8 YEARS - 150 YEARS,,,,,,,,,,,,,
12,BMILEG,Upper Leg Length Comment,Both males and females 8 YEARS - 150 YEARS,,,,,,,,,,,,,
13,BMXARML,Upper Arm Length (cm),Both males and females 2 MONTHS - 150 YEARS,,,,,,,,,,,,,
14,BMIARML,Upper Arm Length Comment,Both males and females 2 MONTHS - 150 YEARS,,,,,,,,,,,,,
15,BMXARMC,Arm Circumference (cm),Both males and females 2 MONTHS - 150 YEARS,,,,,,,,,,,,,
16,BMIARMC,Arm Circumference Comment,Both males and females 2 MONTHS - 150 YEARS,,,,,,,,,,,,,
17,BMXWAIST,Waist Circumference (cm),Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
18,BMIWAIST,Waist Circumference Comment,Both males and females 2 YEARS - 150 YEARS,,,,,,,,,,,,,
19,BMXHIP,Hip Circumference (cm),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
20,BMIHIP,Hip Circumference Comment,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
