"Data.File.Name","Data.File.Description","Component","Begin.Year","EndYear"
"DXXT10_H","Dual-Energy X-ray Absorptiometry - T10 Vertebrae Morphology","Examination",2013,2014
"DXXT11_H","Dual-Energy X-ray Absorptiometry - T11 Vertebrae Morphology","Examination",2013,2014
"DXXT12_H","Dual-Energy X-ray Absorptiometry - T12 Vertebrae Morphology","Examination",2013,2014
"DXXT4_H","Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology","Examination",2013,2014
"DXXT5_H","Dual-Energy X-ray Absorptiometry - T5 Vertebrae Morphology","Examination",2013,2014
"DXXT6_H","Dual-Energy X-ray Absorptiometry - T6 Vertebrae Morphology","Examination",2013,2014
"DXXT7_H","Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology","Examination",2013,2014
"DXXT8_H","Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology","Examination",2013,2014
"DXXT9_H","Dual-Energy X-ray Absorptiometry - T9 Vertebrae Morphology","Examination",2013,2014
"DXXVFA_H","Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment","Examination",2013,2014
"FLXCLN_H","Fluorosis - Clinical","Examination",2013,2014
"MGX_H","Muscle Strength - Grip Test","Examination",2013,2014
"OHXDEN_H","Oral Health - Dentition","Examination",2013,2014
"OHXPER_H","Oral Health - Periodontal","Examination",2013,2014
"OHXREF_H","Oral Health - Recommendation of Care","Examination",2013,2014
"PAXDAY_H","Physical Activity Monitor - Day","Examination",2013,2014
"PAXHD_H","Physical Activity Monitor - Header","Examination",2013,2014
"PAXHR_H","Physical Activity Monitor - Hour","Examination",2013,2014
"PAXMIN_H","Physical Activity Monitor - Minute","Examination",2013,2014
"AUX_I","Audiometry","Examination",2015,2016
"AUXAR_I","Audiometry - Acoustic Reflex","Examination",2015,2016
"AUXTYM_I","Audiometry - Tympanometry","Examination",2015,2016
"AUXWBR_I","Audiometry – Wideband Reflectance","Examination",2015,2016
"BMX_I","Body Measures","Examination",2015,2016
"BPX_I","Blood Pressure","Examination",2015,2016
"DXX_I","Dual-Energy X-ray Absorptiometry - Whole Body","Examination",2015,2016
"DXXAG_I","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements","Examination",2015,2016
"FLXCLN_I","Fluorosis - Clinical","Examination",2015,2016
"OHXDEN_I","Oral Health - Dentition","Examination",2015,2016
"OHXREF_I","Oral Health - Recommendation of Care","Examination",2015,2016
"AUX_J","Audiometry","Examination",2017,2018
"AUXAR_J","Audiometry - Acoustic Reflex","Examination",2017,2018
"AUXTYM_J","Audiometry - Tympanometry","Examination",2017,2018
"AUXWBR_J","Audiometry - Wideband Reflectance","Examination",2017,2018
"BMX_J","Body Measures","Examination",2017,2018
"BPX_J","Blood Pressure","Examination",2017,2018
"BPXO_J","Blood Pressure - Oscillometric Measurements","Examination",2017,2018
"DXX_J","Dual-Energy X-ray Absorptiometry - Whole Body","Examination",2017,2018
"DXXAG_J","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements","Examination",2017,2018
"DXXFEM_J","Dual-Energy X-ray Absorptiometry - Femur","Examination",2017,2018
"DXXSPN_J","Dual-Energy X-ray Absorptiometry - Spine","Examination",2017,2018
"LUX_J","Liver Ultrasound Transient Elastography","Examination",2017,2018
"OHXDEN_J","Oral Health - Dentition","Examination",2017,2018
"OHXREF_J","Oral Health - Recommendation of Care","Examination",2017,2018
"P_AUX","Audiometry","Examination",2017,2020
"P_AUXAR","Audiometry - Acoustic Reflex","Examination",2017,2020
"P_AUXTYM","Audiometry - Tympanometry","Examination",2017,2020
"P_AUXWBR","Audiometry - Wideband Reflectance","Examination",2017,2020
"P_BMX","Body Measures","Examination",2017,2020
"P_BPXO","Blood Pressure - Oscillometric Measurement","Examination",2017,2020
"P_DXXFEM","Dual-Energy X-ray Absorptiometry - Femur","Examination",2017,2020
"P_DXXSPN","Dual-Energy X-ray Absorptiometry - Spine","Examination",2017,2020
"P_LUX","Liver Ultrasound Transient Elastography","Examination",2017,2020
"P_OHXDEN","Oral Health - Dentition","Examination",2017,2020
"P_OHXREF","Oral Health - Recommendation of Care","Examination",2017,2020
"BAX_L","Balance","Examination",2021,2023
"BMX_L","Body Measures","Examination",2021,2023
"BPXO_L","Blood Pressure - Oscillometric Measurements","Examination",2021,2023
"LUX_L","Liver Ultrasound Transient Elastography","Examination",2021,2023
