Title,Description,Module_Name,Inline Description,Document,Link
MEC ACASI and CAPI Questionnaires,Audio computer-assisted self-interview (ACASI) and computer-assisted personal interview (CAPI) questionnaires are administered in the MEC. During the visit to the examination center additional questions are administered that cover more sensitive areas such as reproductive health and illegal drug use. The sections are labeled to reflect content.,2015-2016,,[PDF - 61 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ_I.pdf
MEC ACASI and CAPI Questionnaires,Audio computer-assisted self-interview (ACASI) and computer-assisted personal interview (CAPI) questionnaires are administered in the MEC. During the visit to the examination center additional questions are administered that cover more sensitive areas such as reproductive health and illegal drug use. The sections are labeled to reflect content.,2017-2018,,[PDF - 97 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ_J.pdf
MEC ACASI and CAPI Questionnaires,Audio computer-assisted self-interview (ACASI) and computer-assisted personal interview (CAPI) questionnaires are administered in the MEC. During the visit to the examination center additional questions are administered that cover more sensitive areas such as reproductive health and illegal drug use. The sections are labeled to reflect content.,2019-2020,,[PDF - 37.5 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ_K.pdf
MEC ACASI and CAPI Questionnaires,Audio computer-assisted self-interview (ACASI) and computer-assisted personal interview (CAPI) questionnaires are administered in the MEC. During the visit to the examination center additional questions are administered that cover more sensitive areas such as reproductive health and illegal drug use. The sections are labeled to reflect content.,2021-2023,,[PDF - 85.9 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2011-2012,,[PDF - 22 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/alq_acasi.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2013-2014,,[PDF - 16 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ_ACASI_H.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2015-2016,,[PDF - 16 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ_ACASI_I.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2017-2018,,[PDF - 60 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ_ACASI_J.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2019-2020,,[PDF - 16.2 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ-ACASI-K-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 113 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 70.6 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/HSQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 95.6 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DPQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2011-2012,,[PDF - 68 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/duq_acasi.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2013-2014,,[PDF - 63 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DUQ_ACASI_H.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2015-2016,,[PDF - 64 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DUQ_ACASI_I.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2017-2018,,[PDF - 76 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DUQ_ACASI_J.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2019-2020,,[PDF - 33 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DUQ-ACASI-K-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 83.2 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DUQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 90.8 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/KIQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 82.1 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PAQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2011-2012,,[PDF - 35 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/pmq.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2013-2014,,[PDF - 37 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PMQ_ACASI_H.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2015-2016,,[PDF - 37 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PMQ_ACASI_I.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 147 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/RHQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2011-2012,,[PDF - 132 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/sxq_acasi.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2013-2014,,[PDF - 128 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ_ACASI_H.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2015-2016,,[PDF - 193 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ_ACASI_I.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2017-2018,,[PDF - 186 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ_ACASI_J.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2019-2020,,[PDF - 122 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ-ACASI-K-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 103 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ-F-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 144 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ-M-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 86.5 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ-O-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2021-2023,,[PDF - 118 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ-ACASI-L-508.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2011-2012,,[PDF - 59 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/smq_acasi.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2013-2014,,[PDF - 63 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ_ACASI_H.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2015-2016,,[PDF - 64 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ_ACASI_I.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2017-2018,,[PDF - 75 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ_ACASI_J.pdf
Audio Computer-Assisted Self-Interview (ACASI) Questionnaire,,2019-2020,,[PDF - 52.1 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ-ACASI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/alq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 28 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 21 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 68 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 25.8 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ALQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 27.7 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/CFQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2021-2023,,[PDF - 248 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/COQ-MEC-L-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 26 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/ckq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 27 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/CKQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 25 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/hsq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 27 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/HSQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 15 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/HSQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 58 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/HSQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 9.04 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/HSQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 29 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/dpq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 30 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DPQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 23 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DPQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 26 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DPQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 24.5 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DPQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 29 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/kiq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 31 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/KIQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 23 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/KIQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 26 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/KIQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 24.5 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/KIQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 16 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/puq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 17 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PUQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 10 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PUQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 1130 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PUQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 11.8 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PUQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 63 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/paq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 63 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PAQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 57 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PAQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 35 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PAQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 12.3 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/PAQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 88 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/rhq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 95 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/RHQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 91 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/RHQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 112 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/RHQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 90.1 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/RHQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 18 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 17 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SXQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 34 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/smq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 38 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 38 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 47 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2019-2020,,[PDF - 38.5 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SMQ-CAPI-K-508.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 28 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/vtq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 33 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/VTQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 97 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/VTQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 64 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/VTQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2011-2012,,[PDF - 36 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/whq_capi.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2013-2014,,[PDF - 32 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ_CAPI_H.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2015-2016,,[PDF - 24 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ_CAPI_I.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2018,,[PDF - 48 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ_CAPI_J.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,2017-2020,,[PDF - 24.8 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/WHQ-CAPI-K-508.pdf
Special Follow-up Questionnaires,,2013-2014,,[PDF - 20 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/24-Hour_Urine_Collection_Completion_Questionnaire.pdf
Special Follow-up Questionnaires,,2011-2012,,[PDF - 126 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/fcbs_2011-2012.pdf
Special Follow-up Questionnaires,,2013-2014,,[PDF - 131 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS_2013-2014.pdf
Special Follow-up Questionnaires,,2015-2016,,[PDF - 130 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS_I.pdf
Special Follow-up Questionnaires,,2017-2018,,[PDF - 816 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS_PFU_Handcards_J.pdf
Special Follow-up Questionnaires,,2019-2020,,[PDF - 977 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS-HC-K-508.pdf
Special Follow-up Questionnaires,,2017-2018,,[PDF - 252 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS-CBQ-J-508.pdf
Special Follow-up Questionnaires,,2019-2020,,[PDF - 292 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS-CBQ-K-508.pdf
Special Follow-up Questionnaires,,2021-2023,,[PDF - 292 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/FCBS-CBQ-L-508.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2011-2012,,[PDF - 163 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/dsa_f.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2013-2014,,[PDF - 165 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DSA_H.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2015-2016,,[PDF - 165 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DSA_I.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2017-2018,,[PDF - 165 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DSA_I.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2021-2023,,[PDF - 179 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/SAQ-L-508.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2011-2012,,[PDF - 41 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/dietary_post_recall_qs_2011.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2013-2014,,[PDF - 41 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/dietary_post_recall_qs_2013.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2015-2016,,[PDF - 41 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/dietary_post_recall_qs_2015.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2017-2018,,[PDF - 96.8 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/Dietary-Post-Recall-2017-2018-508.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2019-2020,,[PDF - 98.7 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DRQ-K-508.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2021-2023,,[PDF - 228 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/questionnaires/DRQ-L-508.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2011-2012,,Measuring Guides for the Dietary Recall Interview,https://archive.cdc.gov/www_cdc_gov/nchs/nhanes/measuring_guides_dri/measuringguides.htm
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2013-2014,,Measuring Guides for the Dietary Recall Interview,https://archive.cdc.gov/www_cdc_gov/nchs/nhanes/measuring_guides_dri/measuringguides.htm
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2015-2016,,Measuring Guides for the Dietary Recall Interview,https://archive.cdc.gov/www_cdc_gov/nchs/nhanes/measuring_guides_dri/measuringguides.htm
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2017-2018,,Measuring Guides for the Dietary Recall Interview,https://archive.cdc.gov/www_cdc_gov/nchs/nhanes/measuring_guides_dri/measuringguides.htm
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2019-2020,,Measuring Guides for the Dietary Recall Interview,https://archive.cdc.gov/www_cdc_gov/nchs/nhanes/measuring_guides_dri/measuringguides.htm
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,2021-2023,,Measuring Guides for the Dietary Recall Interview,https://archive.cdc.gov/www_cdc_gov/nchs/nhanes/measuring_guides_dri/measuringguides.htm
