,Column,Code,Label,Class,Other For
0,AIALANGA,1,English,,
1,AIALANGA,2,Spanish,,
2,AIALANGA,3,Asian Languages,,
3,AIALANGA,.,Missing,,
4,DMDBORN4,1,"Born In 50 Us States Or Washington, Dc",,
5,DMDBORN4,2,Others,,
6,DMDBORN4,77,Refused,,
7,DMDBORN4,99,Don'T Know,,
8,DMDBORN4,.,Missing,,
9,DMDEDUC2,1,Less Than 9Th Grade,,
10,DMDEDUC2,2,9-11Th Grade (Includes 12Th Grade With No Diploma),,
11,DMDEDUC2,3,High School Graduate/Ged Or Equivalent,,
12,DMDEDUC2,4,Some College Or Aa Degree,,
13,DMDEDUC2,5,College Graduate Or Above,,
14,DMDEDUC2,7,Refused,,
15,DMDEDUC2,9,Don'T Know,,
16,DMDEDUC2,.,Missing,,
17,DMDMARTZ,1,Married/Living With Partner,,
18,DMDMARTZ,2,Widowed/Divorced/Separated,,
19,DMDMARTZ,3,Never Married,,
20,DMDMARTZ,77,Refused,,
21,DMDMARTZ,99,Don'T Know,,
22,DMDMARTZ,.,Missing,,
23,DMDYRUSZ,1,Less Than 5 Years,,
24,DMDYRUSZ,2,"5 Years Or More, But Less Than 15 Years",,
25,DMDYRUSZ,3,"15 Years Or More, But Less Than 30 Years",,
26,DMDYRUSZ,4,30 Years Or More,,
27,DMDYRUSZ,77,Refused,,
28,DMDYRUSZ,99,Don'T Know,,
29,DMDYRUSZ,.,Missing,,
30,FIAINTRP,1,Yes,,
31,FIAINTRP,2,No,,
32,FIAINTRP,.,Missing,,
33,FIALANG,1,English,,
34,FIALANG,2,Spanish,,
35,FIALANG,.,Missing,,
36,FIAPROXY,1,Yes,,
37,FIAPROXY,2,No,,
38,FIAPROXY,.,Missing,,
39,INDFMPIR,0 To 4.98,Range Of Values,,
40,INDFMPIR,5,Value Greater Than Or Equal To 5.00,,
41,INDFMPIR,.,Missing,,
42,MIAINTRP,1,Yes,,
43,MIAINTRP,2,No,,
44,MIAINTRP,.,Missing,,
45,MIALANG,1,English,,
46,MIALANG,2,Spanish,,
47,MIALANG,.,Missing,,
48,MIAPROXY,1,Yes,,
49,MIAPROXY,2,No,,
50,MIAPROXY,.,Missing,,
51,RIAGENDR,1,Male,,
52,RIAGENDR,2,Female,,
53,RIAGENDR,.,Missing,,
54,RIDAGEMN,0 To 24,Range Of Values,,
55,RIDAGEMN,.,Missing,,
56,RIDAGEYR,0 To 79,Range Of Values,,
57,RIDAGEYR,80,80 Years Of Age And Over,,
58,RIDAGEYR,.,Missing,,
59,RIDEXMON,1,November 1 Through April 30,,
60,RIDEXMON,2,May 1 Through October 31,,
61,RIDEXMON,.,Missing,,
62,RIDEXPRG,3,Cannot Ascertain If The Participant Is Pregnant At Exam,,
63,RIDEXPRG,.,Missing,,
64,RIDEXPRG,1,"Yes, Positive Lab Pregnancy Test Or Self-Reported Pregnant At Exam",,
65,RIDEXPRG,2,The Participant Was Not Pregnant At Exam,,
66,RIDRETH1,1,Mexican American,,
67,RIDRETH1,2,Other Hispanic,,
68,RIDRETH1,3,Non-Hispanic White,,
69,RIDRETH1,4,Non-Hispanic Black,,
70,RIDRETH1,5,Other Race - Including Multi-Racial,,
71,RIDRETH1,.,Missing,,
72,RIDRETH3,1,Mexican American,,
73,RIDRETH3,2,Other Hispanic,,
74,RIDRETH3,3,Non-Hispanic White,,
75,RIDRETH3,4,Non-Hispanic Black,,
76,RIDRETH3,6,Non-Hispanic Asian,,
77,RIDRETH3,7,Other Race - Including Multi-Racial,,
78,RIDRETH3,.,Missing,,
79,RIDSTATR,1,Interviewed Only,,
80,RIDSTATR,2,Both Interviewed And Mec Examined,,
81,RIDSTATR,.,Missing,,
82,SDDSRVYR,66,Nhanes 2017-2020 Public Release,,
83,SDDSRVYR,.,Missing,,
84,SDMVPSU,1 To 3,Range Of Values,,
85,SDMVPSU,.,Missing,,
86,SDMVSTRA,149 To 172,Range Of Values,,
87,SDMVSTRA,.,Missing,,
88,SEQN,,,,
89,SIAINTRP,1,Yes,,
90,SIAINTRP,2,No,,
91,SIAINTRP,.,Missing,,
92,SIALANG,1,English,,
93,SIALANG,2,Spanish,,
94,SIALANG,.,Missing,,
95,SIAPROXY,1,Yes,,
96,SIAPROXY,2,No,,
97,SIAPROXY,.,Missing,,
98,WTINTPRP,1017.784203 To 338363.60019,Range Of Values,,
99,WTINTPRP,.,Missing,,
100,WTMECPRP,0 To 367555.74298,Range Of Values,,
101,WTMECPRP,.,Missing,,
