,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,SDDSRVYR,,,,,,,,,,,,
2,RIDSTATR,,,,,,,,,,,,
3,RIAGENDR,,,,,,,,,,,,
4,RIDAGEYR,,,,,,,,,,,,
5,RIDAGEMN,,,,,,,,,,,,
6,RIDRETH1,,,,,,,,,,,,
7,RIDRETH3,,,,,,,,,,,,
8,RIDEXMON,,,,,,,,,,,,
9,RIDEXAGY,,,,,,,,,,,,
10,RIDEXAGM,,,,,,,,,,,,
11,DMQMILIZ,,,,,,,,,,,,
12,DMQADFC,,,,,,,,,,,,
13,DMDBORN4,,,,,,,,,,,,
14,DMDCITZN,,,,,,,,,,,,
15,DMDYRSUS,,,,,,,,,,,,
16,DMDEDUC3,,,,,,,,,,,,
17,DMDEDUC2,,,,,,,,,,,,
18,DMDMARTL,,,,,,,,,,,,
19,RIDEXPRG,,,,,,,,,,,,
20,SIALANG,,,,,,,,,,,,
21,SIAPROXY,,,,,,,,,,,,
22,SIAINTRP,,,,,,,,,,,,
23,FIALANG,,,,,,,,,,,,
24,FIAPROXY,,,,,,,,,,,,
25,FIAINTRP,,,,,,,,,,,,
26,MIALANG,,,,,,,,,,,,
27,MIAPROXY,,,,,,,,,,,,
28,MIAINTRP,,,,,,,,,,,,
29,AIALANGA,,,,,,,,,,,,
30,WTINT2YR,,,,,,,,,,,,
31,WTMEC2YR,,,,,,,,,,,,
32,SDMVPSU,,,,,,,,,,,,
33,SDMVSTRA,,,,,,,,,,,,
34,INDHHIN2,,,,,,,,,,,,
35,INDFMIN2,,,,,,,,,,,,
36,INDFMPIR,,,,,,,,,,,,
37,DMDHHSIZ,,,,,,,,,,,,
38,DMDFMSIZ,,,,,,,,,,,,
39,DMDHHSZA,,,,,,,,,,,,
40,DMDHHSZB,,,,,,,,,,,,
41,DMDHHSZE,,,,,,,,,,,,
42,DMDHRGND,,,,,,,,,,,,
43,DMDHRAGE,,,,,,,,,,,,
44,DMDHRBR4,,,,,,,,,,,,
45,DMDHREDU,,,,,,,,,,,,
46,DMDHRMAR,,,,,,,,,,,,
47,DMDHSEDU,,,,,,,,,,,,
