,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
1,SDDSRVYR,Data Release Number.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
2,RIDSTATR,Interview and Examination Status of the Sample Person.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
3,RIDEXMON,Six month time period when the examination was performed - two categories: November 1 through April 30 May 1 through October 31.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
4,RIAGENDR,Gender of the sample person,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
5,RIDAGEYR,Best age in years of the sample person at time of HH screening. Individuals 80 and over are topcoded at 80 years of age.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
6,RIDAGEMN,Best age in months at date of screening for individuals under 80 years of age.,Both males and females 0 YEARS - 79 YEARS,,,,,,,,,,,,,
7,RIDAGEEX,Best age in months at date of examination for individuals under 80 years of age at the time of MEC exam.,Both males and females 0 YEARS - 79 YEARS,,,,,,,,,,,,,
8,RIDRETH1,Recode of reported race and ethnicity information.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
9,DMQMILIT,Did {you/SP} ever serve in the Armed Forces of the United States?,Both males and females 17 YEARS - 150 YEARS,,,,,,,,,,,,,
10,DMDBORN2,In what country {were you/was SP} born?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
11,DMDCITZN,{Are you/Is SP} a citizen of the United States? [Information about citizenship is being collected by the U.S. Public Health Service to perform health related research. Providing this information is voluntary and is collected under the authority of the Public Health Service Act. There will be no effect on pending immigration or citizenship petitions.],Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
12,DMDYRSUS,Length of time SP has been in the US.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
13,DMDEDUC3,(SP Interview Version) What is the highest grade or level of school {you have/SP has} completed or the highest degree {you have/s/he has} received?,Both males and females 6 YEARS - 19 YEARS,,,,,,,,,,,,,
14,DMDEDUC2,(SP Interview Version) What is the highest grade or level of school {you have/SP has} completed or the highest degree {you have/s/he has} received?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
15,DMDSCHOL,{Are you/Is SP} now . . .,Both males and females 6 YEARS - 19 YEARS,,,,,,,,,,,,,
16,DMDMARTL,Marital Status,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
17,DMDHHSIZ,Total number of people in the Household,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
18,DMDFMSIZ,Total number of people in the Family,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
19,INDHHIN2,Total household income (reported as a range value in dollars),Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
20,INDFMIN2,Total family income (reported as a range value in dollars),Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
21,INDFMPIR,A ratio of family income to poverty threshold,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
22,RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
23,DMDHRGND,Gender of the household reference person,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
24,DMDHRAGE,Age in years of the household reference person at the time of HH screening. Individuals 80 and over are topcoded at 80 years of age.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
25,DMDHRBR2,In what country {were you/was NON-SP Head} born?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
26,DMDHREDU,What is the highest grade or level of school {you have/NON_SP HEAD has} received?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
27,DMDHRMAR,Marital Status of household reference person,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
28,DMDHSEDU,What is the highest grade or level of school {you have/NON-SP SPOUSE has completed or the highest degree {you have/he/she has} received,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
29,SIALANG,Language of the Sample Person Interview Instrument,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
30,SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
31,SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
32,FIALANG,Language of the Family Interview Instrument,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
33,FIAPROXY,Was a Proxy respondent used in conducting the Family Interview?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
34,FIAINTRP,Was an interpreter used to conduct the Family interview?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
35,MIALANG,Language of the CAPI MEC Interview Instrument,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
36,MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
37,MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
38,AIALANG,Language of the MEC ACASI Interview Instrument,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
39,WTINT2YR,Interviewed Sample Persons.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
40,WTMEC2YR,Both Interviewed and MEC Examined Sample Persons.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
41,SDMVPSU,Masked Variance Unit Pseudo-PSU variable for variance estimation,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
42,SDMVSTRA,Masked Variance Unit Pseudo-Stratum variable for variance estimation,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
