,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,LBXHBS,,,,,,,,,,
2,LBXHA,,,,,,,,,,
3,LBXHBC,,,,,,,,,,
4,LBDHBG,,,,,,,,,,
5,LBDHCV,,,,,,,,,,
6,LBXHCR,,,,,,,,,,
7,LBDHD,,,,,,,,,,
8,LBDHI,,,,,,,,,,
9,LBXCD4,,,,,,,,,,
10,LBXCD8,,,,,,,,,,
11,WTSVOC2Y,,,,,,,,,,
12,WTSVOC4Y,,,,,,,,,,
13,LBXWBF,,,,,,,,,,
14,LBXWCF,,,,,,,,,,
15,LBXWBM,,,,,,,,,,
16,LBXWCM,,,,,,,,,,
17,LBXWME,,,,,,,,,,
18,LBXV4C,,,,,,,,,,
19,LBXVBF,,,,,,,,,,
20,LBXVBM,,,,,,,,,,
21,LBXVBZ,,,,,,,,,,
22,LBXVCF,,,,,,,,,,
23,LBXVCM,,,,,,,,,,
24,LBXVCT,,,,,,,,,,
25,LBXVDB,,,,,,,,,,
26,LBXVEB,,,,,,,,,,
27,LBXVME,,,,,,,,,,
28,LBXVOX,,,,,,,,,,
29,LBXVST,,,,,,,,,,
30,LBXVTC,,,,,,,,,,
31,LBXV3A,,,,,,,,,,
32,LBXVTO,,,,,,,,,,
33,LBXVXY,,,,,,,,,,
34,LBDWBFLC,,,,,,,,,,
35,LBDWCFLC,,,,,,,,,,
36,LBDWBMLC,,,,,,,,,,
37,LBDWCMLC,,,,,,,,,,
38,LBDWMELC,,,,,,,,,,
39,LBDV4CLC,,,,,,,,,,
40,LBDVBFLC,,,,,,,,,,
41,LBDVBMLC,,,,,,,,,,
42,LBDVBZLC,,,,,,,,,,
43,LBDVCFLC,,,,,,,,,,
44,LBDVCMLC,,,,,,,,,,
45,LBDVCTLC,,,,,,,,,,
46,LBDVDBLC,,,,,,,,,,
47,LBDVEBLC,,,,,,,,,,
48,LBDVMELC,,,,,,,,,,
49,LBDVOXLC,,,,,,,,,,
50,LBDVSTLC,,,,,,,,,,
51,LBDVTCLC,,,,,,,,,,
52,LBDV3ALC,,,,,,,,,,
53,LBDVTOLC,,,,,,,,,,
54,LBDVXYLC,,,,,,,,,,
55,URXUGC,,,,,,,,,,
56,URXUCL,,,,,,,,,,
57,LBXBPB,,,,,,,,,,
58,LBDBPBSI,,,,,,,,,,
59,LBXBCD,,,,,,,,,,
60,LBDBCDSI,,,,,,,,,,
61,LBXEPP,,,,,,,,,,
62,LBDEPPSI,,,,,,,,,,
63,LBXIRN,,,,,,,,,,
64,LBDIRNSI,,,,,,,,,,
65,LBXTIB,,,,,,,,,,
66,LBDTIBSI,,,,,,,,,,
67,LBXPCT,,,,,,,,,,
68,LBXFER,,,,,,,,,,
69,LBDFERSI,,,,,,,,,,
70,LBXFOL,,,,,,,,,,
71,LBDFOLSI,,,,,,,,,,
72,LBXB12,,,,,,,,,,
73,LBDB12SI,,,,,,,,,,
74,LBXHCY,,,,,,,,,,
