,Column,Code,Label,English_Text,Target,Class,Other For
19208,SSDE1_N,0.21 To 43.1,Range Of Values,['Docosenoic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19209,SSDE1_N,.,Missing,['Docosenoic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19210,SSDTA_N,6.28 To 132,Range Of Values,['Docosatetraenoic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19211,SSDTA_N,.,Missing,['Docosatetraenoic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19212,SSDP6_N,3.35 To 104,Range Of Values,['Docosapentaenoic-6 acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19213,SSDP6_N,.,Missing,['Docosapentaenoic-6 acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19214,SSDP3_N,9.59 To 204,Range Of Values,['Docosapentaenoic-3 acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19215,SSDP3_N,.,Missing,['Docosapentaenoic-3 acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19216,SSDHA_N,35.7 To 610,Range Of Values,['Docosahexaenoic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19217,SSDHA_N,.,Missing,['Docosahexaenoic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19218,SSLG1_N,19.2 To 132,Range Of Values,['Lignoceric acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19219,SSLG1_N,.,Missing,['Lignoceric acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19220,SSNR1_N,18.3 To 167,Range Of Values,['Nervonic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19221,SSNR1_N,.,Missing,['Nervonic acid (micromol/L)'],['Both males and females 20 YEARS - 150 YEARS'],,
19222,SSHCVRNA,1,Positive,['Hepatitis C RNA'],['Both males and females 6 YEARS - 150 YEARS'],,
19223,SSHCVRNA,2,Negative,['Hepatitis C RNA'],['Both males and females 6 YEARS - 150 YEARS'],,
19224,SSHCVRNA,.,Missing,['Hepatitis C RNA'],['Both males and females 6 YEARS - 150 YEARS'],,
19225,SSHCVGEN,1,Genotype 1A,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19226,SSHCVGEN,2,Genotype 1B,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19227,SSHCVGEN,3,Genotype 1 Other Than 1 A Or 1B Or Subtype Not Determined,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19228,SSHCVGEN,4,Genotype 2,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19229,SSHCVGEN,5,Genotype 3,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19230,SSHCVGEN,6,Genotype 4,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19231,SSHCVGEN,7,Genotype 5,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19232,SSHCVGEN,8,Genotype 6,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19233,SSHCVGEN,9,Undetermined,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19234,SSHCVGEN,.,Missing,['Hepatitis C genotype'],['Both males and females 6 YEARS - 150 YEARS'],,
19235,WTSBMEL,46314.077999 To 2597028.8803,Range Of Values,['Melamine Subsample Weight'],['Both males and females 6 YEARS - 150 YEARS'],,
19236,WTSBMEL,.,Missing,['Melamine Subsample Weight'],['Both males and females 6 YEARS - 150 YEARS'],,
19237,SSMEL,0.04 To 160.47,Range Of Values,['Melamine'],['Both males and females 6 YEARS - 150 YEARS'],,
19238,SSMEL,.,Missing,['Melamine'],['Both males and females 6 YEARS - 150 YEARS'],,
19239,SSCYA,0.067034 To 294.910882,Range Of Values,['Cyanuric acid'],['Both males and females 6 YEARS - 150 YEARS'],,
19240,SSCYA,.,Missing,['Cyanuric acid'],['Both males and females 6 YEARS - 150 YEARS'],,
19241,ELISA,1,Positive,['ELISA result interpretation'],['Both males and females 20 YEARS - 150 YEARS'],,
19242,ELISA,2,Negative,['ELISA result interpretation'],['Both males and females 20 YEARS - 150 YEARS'],,
19243,ELISA,3,Equivocal,['ELISA result interpretation'],['Both males and females 20 YEARS - 150 YEARS'],,
19244,ELISA,.,Missing,['ELISA result interpretation'],['Both males and females 20 YEARS - 150 YEARS'],,
19245,PHASE1,8 To 2048,Range Of Values,['Phase I IFA Titer IgG'],['Both males and females 20 YEARS - 150 YEARS'],,
19246,PHASE1,.,Missing,['Phase I IFA Titer IgG'],['Both males and females 20 YEARS - 150 YEARS'],,
19247,PHASE2,8 To 4096,Range Of Values,['Phase II IFA Titer IgG'],['Both males and females 20 YEARS - 150 YEARS'],,
19248,PHASE2,.,Missing,['Phase II IFA Titer IgG'],['Both males and females 20 YEARS - 150 YEARS'],,
19249,SSQFEVER,1,Positive,['Antibody to Q fever'],['Both males and females 20 YEARS - 150 YEARS'],,
19250,SSQFEVER,2,Negative,['Antibody to Q fever'],['Both males and females 20 YEARS - 150 YEARS'],,
19251,SSQFEVER,.,Missing,['Antibody to Q fever'],['Both males and females 20 YEARS - 150 YEARS'],,
19252,LBXIGE,1.41 To 16148,Range Of Values,['Serum Total IgE antibody result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19253,LBXIGE,.,Missing,['Serum Total IgE antibody result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19254,LBDIGELC,0,At Or Above The Detection Limit,['Serum total IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19255,LBDIGELC,1,Below Lower Detection Limit,['Serum total IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19256,LBDIGELC,2,Above Upper Detection Limit,['Serum total IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19257,LBDIGELC,.,Missing,['Serum total IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19258,LBXID2,0.25 To 1000,Range Of Values,['Serum IgE antibody to Dermatophagoides Farinae result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19259,LBXID2,.,Missing,['Serum IgE antibody to Dermatophagoides Farinae result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19260,LBDID2LC,0,At Or Above The Detection Limit,['D. Farinae IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19261,LBDID2LC,1,Below Lower Detection Limit,['D. Farinae IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19262,LBDID2LC,2,Above Upper Detection Limit,['D. Farinae IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19263,LBDID2LC,.,Missing,['D. Farinae IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19264,LBXID1,0.25 To 1000,Range Of Values,['Serum IgE antibody to Dermatophagoides Pteronyssinus result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19265,LBXID1,.,Missing,['Serum IgE antibody to Dermatophagoides Pteronyssinus result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19266,LBDID1LC,0,At Or Above The Detection Limit,['D. Pteronyssin IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19267,LBDID1LC,1,Below Lower Detection Limit,['D. Pteronyssin IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19268,LBDID1LC,2,Above Upper Detection Limit,['D. Pteronyssin IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19269,LBDID1LC,.,Missing,['D. Pteronyssin IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19270,LBXIE1,0.25 To 476,Range Of Values,['Serum IgE antibody to Cat Epithelium and Dander result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19271,LBXIE1,.,Missing,['Serum IgE antibody to Cat Epithelium and Dander result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19272,LBDIE1LC,0,At Or Above The Detection Limit,['Cat IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19273,LBDIE1LC,1,Below Lower Detection Limit,['Cat IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19274,LBDIE1LC,2,Above Upper Detection Limit,['Cat IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19275,LBDIE1LC,.,Missing,['Cat IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19276,LBXIE5,0.25 To 558,Range Of Values,['Serum IgE antibody to Dog Dander result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19277,LBXIE5,.,Missing,['Serum IgE antibody to Dog Dander result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19278,LBDIE5LC,0,At Or Above The Detection Limit,['Dog IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19279,LBDIE5LC,1,Below Lower Detection Limit,['Dog IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19280,LBDIE5LC,2,Above Upper Detection Limit,['Dog IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19281,LBDIE5LC,.,Missing,['Dog IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19282,LBXII6,0.25 To 204,Range Of Values,['Serum IgE antibody to German Cockroach result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19283,LBXII6,.,Missing,['Serum IgE antibody to German Cockroach result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19284,LBDII6LC,0,At Or Above The Detection Limit,['Cockroach IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19285,LBDII6LC,1,Below Lower Detection Limit,['Cockroach IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19286,LBDII6LC,2,Above Upper Detection Limit,['Cockroach IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19287,LBDII6LC,.,Missing,['Cockroach IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19288,LBXIM6,0.25 To 179,Range Of Values,['Serum IgE antibody to Alternaria Alternata result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19289,LBXIM6,.,Missing,['Serum IgE antibody to Alternaria Alternata result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19290,LBDIM6LC,0,At Or Above The Detection Limit,['Alternaria IgE comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19291,LBDIM6LC,1,Below Lower Detection Limit,['Alternaria IgE comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19292,LBDIM6LC,2,Above Upper Detection Limit,['Alternaria IgE comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19293,LBDIM6LC,.,Missing,['Alternaria IgE comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19294,LBXF13,0.25 To 1000,Range Of Values,['Serum IgE antibody to Peanut result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19295,LBXF13,.,Missing,['Serum IgE antibody to Peanut result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19296,LBDF13LC,0,At Or Above The Detection Limit,['Peanut IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19297,LBDF13LC,1,Below Lower Detection Limit,['Peanut IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19298,LBDF13LC,2,Above Upper Detection Limit,['Peanut IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19299,LBDF13LC,.,Missing,['Peanut IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19300,LBXIF1,0.25 To 47.7,Range Of Values,['Serum IgE antibody to Egg  result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19301,LBXIF1,.,Missing,['Serum IgE antibody to Egg  result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19302,LBDIF1LC,0,At Or Above The Detection Limit,['Egg IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19303,LBDIF1LC,1,Below Lower Detection Limit,['Egg IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19304,LBDIF1LC,2,Above Upper Detection Limit,['Egg IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19305,LBDIF1LC,.,Missing,['Egg IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19306,LBXIF2,0.25 To 45.6,Range Of Values,['Serum IgE antibody to Milk  result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19307,LBXIF2,.,Missing,['Serum IgE antibody to Milk  result (kU/L)'],['Both males and females 1 YEARS - 150 YEARS'],,
19308,LBDIF2LC,0,At Or Above The Detection Limit,['Milk IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19309,LBDIF2LC,1,Below Lower Detection Limit,['Milk IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19310,LBDIF2LC,2,Above Upper Detection Limit,['Milk IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19311,LBDIF2LC,.,Missing,['Milk IgE antibody comment code'],['Both males and females 1 YEARS - 150 YEARS'],,
19312,LBXIW1,0.25 To 469,Range Of Values,['Serum IgE antibody to Common Ragweed result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19313,LBXIW1,.,Missing,['Serum IgE antibody to Common Ragweed result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19314,LBDIW1LC,0,At Or Above The Detection Limit,['Ragweed IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19315,LBDIW1LC,1,Below Lower Detection Limit,['Ragweed IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19316,LBDIW1LC,2,Above Upper Detection Limit,['Ragweed IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19317,LBDIW1LC,.,Missing,['Ragweed IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19318,LBXIG5,0.25 To 1000,Range Of Values,['Serum IgE antibody to Rye Grass result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19319,LBXIG5,.,Missing,['Serum IgE antibody to Rye Grass result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19320,LBDIG5LC,0,At Or Above The Detection Limit,['Rye grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19321,LBDIG5LC,1,Below Lower Detection Limit,['Rye grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19322,LBDIG5LC,2,Above Upper Detection Limit,['Rye grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19323,LBDIG5LC,.,Missing,['Rye grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19324,LBXIG2,0.25 To 1000,Range Of Values,['Serum IgE antibody to Bermuda Grass result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19325,LBXIG2,.,Missing,['Serum IgE antibody to Bermuda Grass result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19326,LBDIG2LC,0,At Or Above The Detection Limit,['Bermuda grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19327,LBDIG2LC,1,Below Lower Detection Limit,['Bermuda grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19328,LBDIG2LC,2,Above Upper Detection Limit,['Bermuda grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19329,LBDIG2LC,.,Missing,['Bermuda grass IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19330,LBXIT7,0.25 To 445,Range Of Values,['Serum IgE antibody to White Oak result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19331,LBXIT7,.,Missing,['Serum IgE antibody to White Oak result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19332,LBDIT7LC,0,At Or Above The Detection Limit,['Oak IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19333,LBDIT7LC,1,Below Lower Detection Limit,['Oak IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19334,LBDIT7LC,2,Above Upper Detection Limit,['Oak IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19335,LBDIT7LC,.,Missing,['Oak IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19336,LBXIT3,0.25 To 879,Range Of Values,['Serum IgE antibody to Birch Tree result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19337,LBXIT3,.,Missing,['Serum IgE antibody to Birch Tree result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19338,LBDIT3LC,0,At Or Above The Detection Limit,['Birch IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19339,LBDIT3LC,1,Below Lower Detection Limit,['Birch IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19340,LBDIT3LC,2,Above Upper Detection Limit,['Birch IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19341,LBDIT3LC,.,Missing,['Birch IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19342,LBXF24,0.25 To 322,Range Of Values,['Serum IgE antibody to Shrimp result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19343,LBXF24,.,Missing,['Serum IgE antibody to Shrimp result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19344,LBDF24LC,0,At Or Above The Detection Limit,['Shrimp IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19345,LBDF24LC,1,Below Lower Detection Limit,['Shrimp IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19346,LBDF24LC,2,Above Upper Detection Limit,['Shrimp IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19347,LBDF24LC,.,Missing,['Shrimp IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19348,LBXIM3,0.25 To 62.3,Range Of Values,['Serum IgE antibody to Aspergillus Fumigatus result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19349,LBXIM3,.,Missing,['Serum IgE antibody to Aspergillus Fumigatus result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19350,LBDIM3LC,0,At Or Above The Detection Limit,['Aspergillus IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19351,LBDIM3LC,1,Below Lower Detection Limit,['Aspergillus IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19352,LBDIM3LC,2,Above Upper Detection Limit,['Aspergillus IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19353,LBDIM3LC,.,Missing,['Aspergillus IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19354,LBXW11,0.25 To 275,Range Of Values,['Serum IgE antibody to Russian Thistle result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19355,LBXW11,.,Missing,['Serum IgE antibody to Russian Thistle result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19356,LBDW11LC,0,At Or Above The Detection Limit,['Thistle IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19357,LBDW11LC,1,Below Lower Detection Limit,['Thistle IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19358,LBDW11LC,2,Above Upper Detection Limit,['Thistle IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19359,LBDW11LC,.,Missing,['Thistle IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19360,LBXE72,0.25 To 196,Range Of Values,['Serum IgE antibody to mouse urine proteins result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19361,LBXE72,.,Missing,['Serum IgE antibody to mouse urine proteins result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19362,LBDE72LC,0,At Or Above The Detection Limit,['Mouse IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19363,LBDE72LC,1,Below Lower Detection Limit,['Mouse IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19364,LBDE72LC,2,Above Upper Detection Limit,['Mouse IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19365,LBDE72LC,.,Missing,['Mouse IgE comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19366,LBXE74,0.25 To 73.6,Range Of Values,['Serum IgE antibody to rat urine proteins result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19367,LBXE74,.,Missing,['Serum IgE antibody to rat urine proteins result (kU/L)'],['Both males and females 6 YEARS - 150 YEARS'],,
19368,LBDE74LC,0,At Or Above The Detection Limit,['Rat IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19369,LBDE74LC,1,Below Lower Detection Limit,['Rat IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19370,LBDE74LC,2,Above Upper Detection Limit,['Rat IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19371,LBDE74LC,.,Missing,['Rat IgE antibody comment code'],['Both males and females 6 YEARS - 150 YEARS'],,
19372,URXUMS,0.3 To 14170,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19373,URXUMS,0.21,At Or Below Detection Limit Fill Value,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19374,URXUMS,.,Missing,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19375,URXUMS,0.21 To 24440,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19377,URXUMS,0.21 To 5440,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19379,URXUMS,,,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19380,URXUMS,0.21 To 9600,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19382,URXUMS,0.21 To 9730,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19384,URXUMS,0.21 To 14040,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19386,URXUMS,0.21 To 16070,Range Of Values,['Albumin urine (mg/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19388,URXCRS,442 To 59935,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19389,URXCRS,.,Missing,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19390,URXCRS,265 To 64002,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19392,URXCRS,265.2 To 66211.6,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19394,URXCRS,,,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19395,URXCRS,442 To 58255.6,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19397,URXCRS,312.9 To 62322,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19399,URXCRS,312.9 To 54896.4,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19401,URXCRS,312.9 To 65327.6,Range Of Values,['Creatinine urine (umol/L)'],"['Both males and females 6 YEARS - 150 YEARS', 'Both males and females 3 YEARS - 150 YEARS']",,
19403,WTAL2YR,0 To 222708.18031,Range Of Values,['Dust Allergen Subsample 2-Year Weight'],['Both males and females 1 YEARS - 150 YEARS'],,
19404,WTAL2YR,.,Missing,['Dust Allergen Subsample 2-Year Weight'],['Both males and females 1 YEARS - 150 YEARS'],,
19405,AADEXSTS,1,Complete,['Status of Dust Allergen Data'],['Both males and females 1 YEARS - 150 YEARS'],,
19406,AADEXSTS,2,Partial,['Status of Dust Allergen Data'],['Both males and females 1 YEARS - 150 YEARS'],,
19407,AADEXSTS,3,Not Done,['Status of Dust Allergen Data'],['Both males and females 1 YEARS - 150 YEARS'],,
19408,AADEXSTS,.,Missing,['Status of Dust Allergen Data'],['Both males and females 1 YEARS - 150 YEARS'],,
19409,AAXBDST,1,Collected,['Bed Sample Status'],['Both males and females 1 YEARS - 150 YEARS'],,
19410,AAXBDST,2,Not Collected,['Bed Sample Status'],['Both males and females 1 YEARS - 150 YEARS'],,
19411,AAXBDST,.,Missing,['Bed Sample Status'],['Both males and females 1 YEARS - 150 YEARS'],,
19412,AADBDSP,368 To 1452,Range Of Values,['Bed Space Vacuumed (square inches)'],['Both males and females 1 YEARS - 150 YEARS'],,
19413,AADBDSP,.,Missing,['Bed Space Vacuumed (square inches)'],['Both males and females 1 YEARS - 150 YEARS'],,
19414,AADBDTIM,34 To 132,Range Of Values,['Bed Vacuum Time (seconds)'],['Both males and females 1 YEARS - 150 YEARS'],,
19415,AADBDTIM,.,Missing,['Bed Vacuum Time (seconds)'],['Both males and females 1 YEARS - 150 YEARS'],,
19416,AADBDTYP,1,Mattress Bed Or Sleeper Sofa,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19417,AADBDTYP,2,Crib,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19418,AADBDTYP,3,Sofa Or Cot,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19419,AADBDTYP,4,Floor,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19420,AADBDTYP,5,Bunk Bed,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19421,AADBDTYP,9,Don'T Know,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19422,AADBDTYP,.,Missing,['Type of Bed'],['Both males and females 1 YEARS - 150 YEARS'],,
19423,AAXBDSUR,1,Sheet,['Bed Surface Vacuumed'],['Both males and females 1 YEARS - 150 YEARS'],,
19424,AAXBDSUR,2,Mattress Pad Or Cover,['Bed Surface Vacuumed'],['Both males and females 1 YEARS - 150 YEARS'],,
19425,AAXBDSUR,3,Bare Mattress,['Bed Surface Vacuumed'],['Both males and females 1 YEARS - 150 YEARS'],,
19426,AAXBDSUR,4,"Blanket, Bedspread, Or Comforter",['Bed Surface Vacuumed'],['Both males and females 1 YEARS - 150 YEARS'],,
19427,AAXBDSUR,9,Don'T Know,['Bed Surface Vacuumed'],['Both males and females 1 YEARS - 150 YEARS'],,
19428,AAXBDSUR,.,Missing,['Bed Surface Vacuumed'],['Both males and females 1 YEARS - 150 YEARS'],,
