,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTPH2YR,Phlebotomy 2 Year Weight,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBXIHG,Inorganic mercury blood (ug/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBDIHGSI,Mercury inorganic (nmol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBDIHGLC,Mercury inorganic comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBXBGE,Mercury ethyl (ug/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBDBGESI,Mercury ethyl (nmol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBDBGELC,Mercury ethyl comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBXBGM,Mercury methyl (ug/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBDBGMSI,Mercury methyl (nmol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBDBGMLC,Mercury methyl comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
