,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,LBXWBCSI,,,,,,,,,,,,
2,LBXLYPCT,,,,,,,,,,,,
3,LBXMOPCT,,,,,,,,,,,,
4,LBXNEPCT,,,,,,,,,,,,
5,LBXEOPCT,,,,,,,,,,,,
6,LBXBAPCT,,,,,,,,,,,,
7,LBDLYMNO,,,,,,,,,,,,
8,LBDMONO,,,,,,,,,,,,
9,LBDNENO,,,,,,,,,,,,
10,LBDEONO,,,,,,,,,,,,
11,LBDBANO,,,,,,,,,,,,
12,LBXRBCSI,,,,,,,,,,,,
13,LBXHGB,,,,,,,,,,,,
14,LBXHCT,,,,,,,,,,,,
15,LBXMCVSI,,,,,,,,,,,,
16,LBXMCHSI,,,,,,,,,,,,
17,LBXMC,,,,,,,,,,,,
18,LBXRDW,,,,,,,,,,,,
19,LBXPLTSI,,,,,,,,,,,,
20,LBXMPSI,,,,,,,,,,,,
21,LBXNRBC,,,,,,,,,,,,
