,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSB2YR,0 To 435025.30254,Range Of Values,,
2,WTSB2YR,.,Missing,,
3,LBXHCB,0.0116 To 1.1847,Range Of Values,,
4,LBXHCB,.,Missing,,
5,LBXHCBLA,1.5556 To 174,Range Of Values,,
6,LBXHCBLA,.,Missing,,
7,LBDHCBLC,0,At Or Above The Detection Limit,,
8,LBDHCBLC,1,Below Lower Detection Limit,,
9,LBDHCBLC,.,Missing,,
10,LBXBHC,0.0065 To 22.9709,Range Of Values,,
11,LBXBHC,.,Missing,,
12,LBXBHCLA,0.9 To 2850,Range Of Values,,
13,LBXBHCLA,.,Missing,,
14,LBDBHCLC,0,At Or Above The Detection Limit,,
15,LBDBHCLC,1,Below Lower Detection Limit,,
16,LBDBHCLC,.,Missing,,
17,LBXGHC,0.0062 To 1.7438,Range Of Values,,
18,LBXGHC,.,Missing,,
19,LBXGHCLA,0.3536 To 304,Range Of Values,,
20,LBXGHCLA,.,Missing,,
21,LBDGHCLC,0,At Or Above The Detection Limit,,
22,LBDGHCLC,1,Below Lower Detection Limit,,
23,LBDGHCLC,.,Missing,,
24,LBXPDE,0.011 To 160.5999,Range Of Values,,
25,LBXPDE,.,Missing,,
26,LBXPDELA,1.556 To 22900,Range Of Values,,
27,LBXPDELA,.,Missing,,
28,LBDPDELC,0,At Or Above The Detection Limit,,
29,LBDPDELC,1,Below Lower Detection Limit,,
30,LBDPDELC,.,Missing,,
31,LBXPDT,0.0071 To 7.4432,Range Of Values,,
32,LBXPDT,.,Missing,,
33,LBXPDTLA,0.9 To 1040,Range Of Values,,
34,LBXPDTLA,.,Missing,,
35,LBDPDTLC,0,At Or Above The Detection Limit,,
36,LBDPDTLC,1,Below Lower Detection Limit,,
37,LBDPDTLC,.,Missing,,
38,LBXODT,0.0063 To 1.7937,Range Of Values,,
39,LBXODT,.,Missing,,
40,LBXODTLA,0.495 To 223,Range Of Values,,
41,LBXODTLA,.,Missing,,
42,LBDODTLC,0,At Or Above The Detection Limit,,
43,LBDODTLC,1,Below Lower Detection Limit,,
44,LBDODTLC,.,Missing,,
45,LBXOXY,0.0067 To 2.0588,Range Of Values,,
46,LBXOXY,.,Missing,,
47,LBXOXYLA,1.0607 To 159,Range Of Values,,
48,LBXOXYLA,.,Missing,,
49,LBDOXYLC,0,At Or Above The Detection Limit,,
50,LBDOXYLC,1,Below Lower Detection Limit,,
51,LBDOXYLC,.,Missing,,
52,LBXTNA,0.0071 To 3.1553,Range Of Values,,
53,LBXTNA,.,Missing,,
54,LBXTNALA,1.2728 To 355,Range Of Values,,
55,LBXTNALA,.,Missing,,
56,LBDTNALC,0,At Or Above The Detection Limit,,
57,LBDTNALC,1,Below Lower Detection Limit,,
58,LBDTNALC,.,Missing,,
59,LBXHPE,0.0065 To 1.2601,Range Of Values,,
60,LBXHPE,.,Missing,,
61,LBXHPELA,1.1 To 154,Range Of Values,,
62,LBXHPELA,.,Missing,,
63,LBDHPELC,0,At Or Above The Detection Limit,,
64,LBDHPELC,1,Below Lower Detection Limit,,
65,LBDHPELC,.,Missing,,
66,LBXMIR,0.0065 To 1.1989,Range Of Values,,
67,LBXMIR,.,Missing,,
68,LBXMIRLA,0.495 To 166,Range Of Values,,
69,LBXMIRLA,.,Missing,,
70,LBDMIRLC,0,At Or Above The Detection Limit,,
71,LBDMIRLC,1,Below Lower Detection Limit,,
72,LBDMIRLC,.,Missing,,
73,LBXALD,0.0062 To 0.3567,Range Of Values,,
74,LBXALD,.,Missing,,
75,LBXALDLA,0.3536 To 58.1,Range Of Values,,
76,LBXALDLA,.,Missing,,
77,LBDALDLC,0,At Or Above The Detection Limit,,
78,LBDALDLC,1,Below Lower Detection Limit,,
79,LBDALDLC,.,Missing,,
80,LBXDIE,0.007 To 3.1761,Range Of Values,,
81,LBXDIE,.,Missing,,
82,LBXDIELA,1.2 To 448,Range Of Values,,
83,LBXDIELA,.,Missing,,
84,LBDDIELC,0,At Or Above The Detection Limit,,
85,LBDDIELC,1,Below Lower Detection Limit,,
86,LBDDIELC,.,Missing,,
87,LBXEND,0.0062 To 0.0383,Range Of Values,,
88,LBXEND,.,Missing,,
89,LBXENDLA,0.3536 To 6.1,Range Of Values,,
90,LBXENDLA,.,Missing,,
91,LBDENDLC,0,At Or Above The Detection Limit,,
92,LBDENDLC,1,Below Lower Detection Limit,,
93,LBDENDLC,.,Missing,,
