,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSC2YR,0 To 520135.04901,Range Of Values,,
2,WTSC2YR,.,Missing,,
3,URXDEE,0.0587 To 2.82,Range Of Values,,
4,URXDEE,.,Missing,,
5,URDDEELC,0,At Or Above Detection Limit,,
6,URDDEELC,1,Below Lower Detection Limit,,
7,URDDEELC,.,Missing,,
8,URXDEA,0.6569 To 5760,Range Of Values,,
9,URXDEA,.,Missing,,
10,URDDEALC,0,At Or Above Detection Limit,,
11,URDDEALC,1,Below Lower Detection Limit,,
12,URDDEALC,.,Missing,,
13,URXDHD,0.0629 To 58.2,Range Of Values,,
14,URXDHD,.,Missing,,
15,URDDHDLC,0,At Or Above Detection Limit,,
16,URDDHDLC,1,Below Lower Detection Limit,,
17,URDDHDLC,.,Missing,,
18,URXUCR,3 To 724,Range Of Values,,
19,URXUCR,.,Missing,,
