,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTPH2YR,Phlebotomy 2 Year Weight,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBX17H,17α-hydroxyprogesterone (ng/dL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBD17HSI,17α-hydroxyprogesterone (nmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBD17HLC,17α-hydroxyprogesterone Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBXAND,Androstenedione (ng/dL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBDANDSI,Androstenedione (nmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBDANDLC,Androstenedione Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBXAMH,Anti-Mullerian hormone (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBDAMHSI,Anti-Mullerian hormone (pmol/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBDAMHLC,Anti-Mullerian hormone Comment Code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
11,LBXDHE,Dehydroepiandrosterone sulfate (µg/dL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
12,LBDDHESI,Dehydroepiandrosterone sulfate (µmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
13,LBDDHELC,Dehydroepiandrosterone sulfate Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
14,LBXEST,Estradiol (pg/mL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
15,LBDESTSI,Estradiol (pmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
16,LBDESTLC,Estradiol Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
17,LBXESO,Estrone (ng/dL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
18,LBDESOSI,Estrone (pmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
19,LBDESOLC,Estrone Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
20,LBXES1,Estrone Sulfate (pg/mL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
21,LBDES1SI,Estrone Sulfate (pmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
22,LBDES1LC,Estrone Sulfate Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
23,LBXFSH,Follicle Stimulating Hormone (mIU/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
24,LBDFSHLC,Follicle Stimulating Hormone Comment Code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
25,LBXLUH,Luteinizing Hormone (mIU/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
26,LBDLUHLC,Luteinizing Hormone Comment Code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
27,LBXPG4,Progesterone (ng/dL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
28,LBDPG4SI,Progesterone (nmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
29,LBDPG4LC,Progesterone Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
30,LBXSHBG,Sex Hormone Binding Globulin (SHBG nmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
31,LBDSHGLC,Sex Hormone Binding Globulin Comment Code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
32,LBXTST,Testosterone total (ng/dL),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
33,LBDTSTSI,Testosterone total (nmol/L),Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
34,LBDTSTLC,Testosterone comment code,Both males and females 3 YEARS - 150 YEARS,,,,,,,,,,,,,
