,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSC2YR,,,,,,,,,,,,
2,LBXEPAH,,,,,,,,,,,,
3,LBDEPAHL,,,,,,,,,,,,
4,LBXPFDE,,,,,,,,,,,,
5,LBDPFDEL,,,,,,,,,,,,
6,LBXPFOA,,,,,,,,,,,,
7,LBDPFOAL,,,,,,,,,,,,
8,LBXPFOS,,,,,,,,,,,,
9,LBDPFOSL,,,,,,,,,,,,
10,LBXPFHS,,,,,,,,,,,,
11,LBDPFHSL,,,,,,,,,,,,
12,LBXMPAH,,,,,,,,,,,,
13,LBDMPAHL,,,,,,,,,,,,
14,LBXPFBS,,,,,,,,,,,,
15,LBDPFBSL,,,,,,,,,,,,
16,LBXPFHP,,,,,,,,,,,,
17,LBDPFHPL,,,,,,,,,,,,
18,LBXPFNA,,,,,,,,,,,,
19,LBDPFNAL,,,,,,,,,,,,
20,LBXPFSA,,,,,,,,,,,,
21,LBDPFSAL,,,,,,,,,,,,
22,LBXPFUA,,,,,,,,,,,,
23,LBDPFUAL,,,,,,,,,,,,
24,LBXPFDO,,,,,,,,,,,,
25,LBDPFDOL,,,,,,,,,,,,
