,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSHM2YR,Heavy Metal Subsample 2 Year Mec Weight,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
2,WTSHM4YR,Heavy Metal Subsample 4 Year Mec Weight,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URXUCR,Creatinine urine (mg/dL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URXUBA,Barium urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URXUBE,Beryllium urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URDUCD,Cadmium urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URDUCDLC,Urinary cadmium comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URXUCO,Cobalt urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URXUCS,Cesium urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URXUMO,Molybdenum urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URXUPB,Lead urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
12,URXUPT,Platinum urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
13,URXUSB,Antimony urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
14,URXUTL,Thallium urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
15,URXUTU,Tungsten urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
16,URXUUR,Uranium urine (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
