,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSB2YR,Environmental B Two-year weights,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
2,URXCNP,Mono(carboxynonyl) phthalate (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URDCNPLC,Mono(carboxynonyl) phthalate comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URXCOP,Mono(carboxyoctyl) phthalate(ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URDCOPLC,Mono(carboxyoctyl) phthalate comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URXMBP,Mono-n-butyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URDMBPLC,Mono-n-butyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URXMCP,Mono-cyclohexyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URDMCPLC,Mono-cyclohexyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URXMEP,Mono-ethyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URDMEPLC,Mono-ethyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
12,URXMHP,Mono-(2-ethyl)-hexyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
13,URDMHPLC,Mono-(2-ethyl)-hexyl phthalate comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
14,URXMNP,Mono-isononyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
15,URDMNPLC,Mono-isononyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
16,URXMOP,Mono-n-octyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
17,URDMOPLC,Mono-n-octyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
18,URXMZP,Mono-benzyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
19,URDMZPLC,Mono-benzyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
20,URXMNM,Mono-n-methyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
21,URDMNMLC,Mono-n-methyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
22,URXMC1,Mono-(3-carboxypropyl) phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
23,URDMC1LC,Mono-(3-carboxypropyl) phthalate cmt,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
24,URXMHH,Mono-(2-ethyl-5-hydroxyhexyl) phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
25,URDMHHLC,Mono(2ethyl5hydroxyhexyl) phthalate cmt,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
26,URXMOH,Mono-(2-ethyl-5-oxohexyl) phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
27,URDMOHLC,Mono-(2-ethyl-5-oxohexl) phthalate comnt,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
28,URXMIB,Mono-isobutyl pthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
29,URDMIBLC,Mono-isobutyl pthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
30,URXECP,Mono-2-ethyl-5-carboxypentyl phthalate,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
31,URDECPLC,Mono-2-ethyl-5-carboxypentyl phthalate comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
32,URXUCR,Creatinine urine (mg/dL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
