,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSC2YR,0 To 475173.70936,Range Of Values,,
2,WTSC2YR,.,Missing,,
3,URXAPE,0.18 To 18.56,Range Of Values,,
4,URXAPE,.,Missing,,
5,URDAPELC,0,At Or Above The Detection Limit,,
6,URDAPELC,1,Below Lower Detection Limit,,
7,URDAPELC,.,Missing,,
8,URXETU,0.17 To 192.69,Range Of Values,,
9,URXETU,.,Missing,,
10,URDETULC,0,At Or Above The Detection Limit,,
11,URDETULC,1,Below Lower Detection Limit,,
12,URDETULC,.,Missing,,
13,URXMMI,0.26 To 0.76,Range Of Values,,
14,URXMMI,.,Missing,,
15,URDMMILC,0,At Or Above The Detection Limit,,
16,URDMMILC,1,Below Lower Detection Limit,,
17,URDMMILC,.,Missing,,
18,URXMTO,0.18,0.18,,
19,URXMTO,.,Missing,,
20,URDMTOLC,0,At Or Above The Detection Limit,,
21,URDMTOLC,1,Below Lower Detection Limit,,
22,URDMTOLC,.,Missing,,
23,URXOMO,0.1,0.1,,
24,URXOMO,.,Missing,,
25,URDOMOLC,0,At Or Above The Detection Limit,,
26,URDOMOLC,1,Below Lower Detection Limit,,
27,URDOMOLC,.,Missing,,
28,URXPTU,0.26,0.26,,
29,URXPTU,.,Missing,,
30,URDPTULC,0,At Or Above The Detection Limit,,
31,URDPTULC,1,Below Lower Detection Limit,,
32,URDPTULC,.,Missing,,
33,URXUCR,7 To 678,Range Of Values,,
34,URXUCR,.,Missing,,
