,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSC2YR,,,,,,,,,,,,
2,URX24D,,,,,,,,,,,,
3,URD24DLC,,,,,,,,,,,,
4,URX25T,,,,,,,,,,,,
5,URD25TLC,,,,,,,,,,,,
6,URX4FP,,,,,,,,,,,,
7,URD4FPLC,,,,,,,,,,,,
8,URXCB3,,,,,,,,,,,,
9,URDCB3LC,,,,,,,,,,,,
10,URXCPM,,,,,,,,,,,,
11,URDCPMLC,,,,,,,,,,,,
12,URXMAL,,,,,,,,,,,,
13,URDMALLC,,,,,,,,,,,,
14,URXOPM,,,,,,,,,,,,
15,URDOPMLC,,,,,,,,,,,,
16,URXOXY,,,,,,,,,,,,
17,URDOXYLC,,,,,,,,,,,,
18,URXPAR,,,,,,,,,,,,
19,URDPARLC,,,,,,,,,,,,
20,URXTCC,,,,,,,,,,,,
21,URDTCCLC,,,,,,,,,,,,
22,URXUCR,,,,,,,,,,,,
