,Column,Code,Label,Class,Other For
0,LBDLDL,7 To 357,Range Of Values,,
1,LBDLDL,.,Missing,,
2,LBDLDLM,14 To 358,Range Of Values,,
3,LBDLDLM,.,Missing,,
4,LBDLDLN,14 To 359,Range Of Values,,
5,LBDLDLN,.,Missing,,
6,LBDLDLSI,0.181 To 9.232,Range Of Values,,
7,LBDLDLSI,.,Missing,,
8,LBDLDMSI,0.362 To 9.258,Range Of Values,,
9,LBDLDMSI,.,Missing,,
10,LBDLDNSI,0.362 To 9.284,Range Of Values,,
11,LBDLDNSI,.,Missing,,
12,LBDTRSI,0.113 To 30.302,Range Of Values,,
13,LBDTRSI,.,Missing,,
14,LBXTR,10 To 2684,Range Of Values,,
15,LBXTR,.,Missing,,
16,SEQN,,,,
17,WTSAFPRP,4808.069916 To 741259.18875,Range Of Values,,
18,WTSAFPRP,0,No Lab Result,,
19,WTSAFPRP,.,Missing,,
