,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DCDINDEX,,,,,,,,,,,,
2,DCDSTAT,,,,,,,,,,,,
3,DCD030,,,,,,,,,,,,
4,DCD070A,,,,,,,,,,,,
5,DCQ070B,,,,,,,,,,,,
6,DCQ070C,,,,,,,,,,,,
7,DCQ070D,,,,,,,,,,,,
8,DCQ090,,,,,,,,,,,,
9,DCQ160,,,,,,,,,,,,
10,DCQ240,,,,,,,,,,,,
11,DCQ250,,,,,,,,,,,,
12,DCQ400,,,,,,,,,,,,
13,DCQ410,,,,,,,,,,,,
14,LBXDFS,,,,,,,,,,,,
15,LBXDFSF,,,,,,,,,,,,
16,LBDDWS,,,,,,,,,,,,
17,LBDDFSLC,,,,,,,,,,,,
18,LBDD3LC,,,,,,,,,,,,
19,LBDDWSLC,,,,,,,,,,,,
