,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTANA6YR,,,,,,,,,,,,
2,SSCYT,,,,,,,,,,,,
3,SSNUC,,,,,,,,,,,,
4,SSTOMIC,,,,,,,,,,,,
5,SSMSI,,,,,,,,,,,,
6,SSTSUM,,,,,,,,,,,,
7,SSNUCPOS,,,,,,,,,,,,
8,SSNUCSIG,,,,,,,,,,,,
9,SSNUHOMP,,,,,,,,,,,,
10,SSNUHOMS,,,,,,,,,,,,
11,SSNDFSPS,,,,,,,,,,,,
12,SSNDSPSG,,,,,,,,,,,,
13,SSNFSPOS,,,,,,,,,,,,
14,SSNFSPSG,,,,,,,,,,,,
15,SSNUCSPP,,,,,,,,,,,,
16,SSNUCSPS,,,,,,,,,,,,
17,SSNUCENP,,,,,,,,,,,,
18,SSNUCENS,,,,,,,,,,,,
19,SSNUDOTP,,,,,,,,,,,,
20,SSNUDOTS,,,,,,,,,,,,
21,SSNUENVP,,,,,,,,,,,,
22,SSNUENVS,,,,,,,,,,,,
23,SSNPSPOS,,,,,,,,,,,,
24,SSNPSSIG,,,,,,,,,,,,
25,SSCENPOS,,,,,,,,,,,,
26,SSCENSIG,,,,,,,,,,,,
27,SSCYHOMP,,,,,,,,,,,,
28,SSCYHOMS,,,,,,,,,,,,
29,SSCYSPS,,,,,,,,,,,,
30,SSCYTSG,,,,,,,,,,,,
31,SSCYMIP,,,,,,,,,,,,
32,SSCYMIS,,,,,,,,,,,,
33,SSCYGOP,,,,,,,,,,,,
34,SSCYGOS,,,,,,,,,,,,
35,SSCYGWP,,,,,,,,,,,,
36,SSCYGWS,,,,,,,,,,,,
37,SSCYFLPS,,,,,,,,,,,,
38,SSCYFLSG,,,,,,,,,,,,
39,SSCYRRPS,,,,,,,,,,,,
40,SSCYRRSG,,,,,,,,,,,,
41,SSMTCNPS,,,,,,,,,,,,
42,SSMTCNSG,,,,,,,,,,,,
43,SSMISFPS,,,,,,,,,,,,
44,SSMISFSG,,,,,,,,,,,,
45,SSMTNMPS,,,,,,,,,,,,
46,SSMTNMSG,,,,,,,,,,,,
47,SSMTBRPS,,,,,,,,,,,,
48,SSMTBRSG,,,,,,,,,,,,
49,SSMICHP,,,,,,,,,,,,
50,SSMICHS,,,,,,,,,,,,
