,Column,Code,Label,Class,Other For
0,POOLID,.,Missing,,
1,RIAGENDR,1,Male,,
2,RIAGENDR,2,Female,,
3,RIAGENDR,.,Missing,,
4,RIDRAETN,1,Non-Hispanic White,,
5,RIDRAETN,2,Non-Hispanic Black,,
6,RIDRAETN,3,Mexican American,,
7,RIDRAETN,.,Missing,,
8,RIDAGGRP,0,6 Yrs. To 11 Yrs.,,
9,RIDAGGRP,1,12 Yrs. To 19 Yrs.,,
10,RIDAGGRP,2,20 Yrs. To 39 Yrs.,,
11,RIDAGGRP,3,40 Yrs. To 59 Yrs.,,
12,RIDAGGRP,4,60 Yrs. To 150 Yrs.,,
13,RIDAGGRP,-1,3 Yrs. To 5 Yrs.,,
14,RIDAGGRP,.,Missing,,
15,RIANSMP,21 To 57,Range Of Values,,
16,RIANSMP,.,Missing,,
17,SSHCB,6.5 To 34,Range Of Values,,
18,SSHCB,.,Missing,,
19,SSBHC,0.3 To 186.1,Range Of Values,,
20,SSBHC,.,Missing,,
21,SSGHC,0.4 To 13.8,Range Of Values,,
22,SSGHC,.,Missing,,
23,SSOXY,0.3 To 48.6,Range Of Values,,
24,SSOXY,.,Missing,,
25,SSTNA,0.3 To 77,Range Of Values,,
26,SSTNA,.,Missing,,
27,SSPDE,79 To 2398.9,Range Of Values,,
28,SSPDE,.,Missing,,
29,SSODT,0.3 To 4.5,Range Of Values,,
30,SSODT,.,Missing,,
31,SSPDT,0.4 To 144,Range Of Values,,
32,SSPDT,.,Missing,,
33,SSMIR,0.4 To 80.7,Range Of Values,,
34,SSMIR,.,Missing,,
