,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSB2YR,Two-year B subsample weights,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
2,URXUCR,Urinary creatinine,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URX4TO,Urinary 4-tert-Octyl phenol,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URD4TOLC,Urinary 4-tert-octylphenol comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URXBP3,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URDBP3LC,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3) comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URXBPH,Urinary Bisphenol A,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URDBPHLC,Urinary Bisphenol A comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URXTRS,Urinary 244’-Trichloro-2’-hydroxyphenyl ether (Triclosan),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URDTRSLC,Urinary 244’-Trichloro-2’-hydroxyphenyl ether (Triclosan) comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URXBUP,Butyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
12,URDBUPLC,Butyl paraben comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
13,URXEPB,Ethyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
14,URDEPBLC,Ethyl paraben comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
15,URXMPB,Methyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
16,URDMPBLC,Methyl paraben comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
17,URXPPB,Propyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
18,URDPPBLC,Propyl paraben comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
