,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSSCB2Y,Surplus specimen cardiac biomarkers 2 year weights,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
2,WTSSCB4Y,Surplus specimen cardiac biomarker 4 yr weights 1999-2002,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
3,SSB2M,Beta 2 Microglobulin mg/L,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
4,SSB2ML,Beta 2 Microglobulin comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
5,SSCYST,Cystatin C mg/L,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
6,SSCYSTL,Cystatin C comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
7,SSGALB,Glycated Albumin g/dL,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
8,SSGALBL,Glycated Albumin comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
9,SSALB,Albumin g/dL,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
10,SSALBL,Albumin comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
11,SSGALBP,Percent glycated albumin%,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
12,SSPRIS,Pristine sample,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
