,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,LBXSAL,,,,,,,,,,,,
2,LBDSALSI,,,,,,,,,,,,
3,LBXSATSI,,,,,,,,,,,,
4,LBXSASSI,,,,,,,,,,,,
5,LBXSAPSI,,,,,,,,,,,,
6,LBXSBU,,,,,,,,,,,,
7,LBDSBUSI,,,,,,,,,,,,
8,LBXSCA,,,,,,,,,,,,
9,LBDSCASI,,,,,,,,,,,,
10,LBXSCH,,,,,,,,,,,,
11,LBDSCHSI,,,,,,,,,,,,
12,LBXSC3SI,,,,,,,,,,,,
13,LBXSCR,,,,,,,,,,,,
14,LBDSCRSI,,,,,,,,,,,,
15,LBXSGTSI,,,,,,,,,,,,
16,LBXSGL,,,,,,,,,,,,
17,LBDSGLSI,,,,,,,,,,,,
18,LBXSIR,,,,,,,,,,,,
19,LBDSIRSI,,,,,,,,,,,,
20,LBXSLDSI,,,,,,,,,,,,
21,LBXSPH,,,,,,,,,,,,
22,LBDSPHSI,,,,,,,,,,,,
23,LBXSTB,,,,,,,,,,,,
24,LBDSTBSI,,,,,,,,,,,,
25,LBXSTP,,,,,,,,,,,,
26,LBDSTPSI,,,,,,,,,,,,
27,LBXSTR,,,,,,,,,,,,
28,LBDSTRSI,,,,,,,,,,,,
29,LBXSUA,,,,,,,,,,,,
30,LBDSUASI,,,,,,,,,,,,
31,LBXSNASI,,,,,,,,,,,,
32,LBXSKSI,,,,,,,,,,,,
33,LBXSCLSI,,,,,,,,,,,,
34,LBXSOSSI,,,,,,,,,,,,
35,LBXSGB,,,,,,,,,,,,
36,LBDSGBSI,,,,,,,,,,,,
