,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTFSM,,,,,,,,,,,,
2,URXP01,,,,,,,,,,,,
3,URDP01LC,,,,,,,,,,,,
4,URXP02,,,,,,,,,,,,
5,URDP02LC,,,,,,,,,,,,
6,URXP03,,,,,,,,,,,,
7,URDP03LC,,,,,,,,,,,,
8,URXP04,,,,,,,,,,,,
9,URDP04LC,,,,,,,,,,,,
10,URXP05,,,,,,,,,,,,
11,URDP05LC,,,,,,,,,,,,
12,URXP06,,,,,,,,,,,,
13,URDP06LC,,,,,,,,,,,,
14,URXP07,,,,,,,,,,,,
15,URDP07LC,,,,,,,,,,,,
16,URXP10,,,,,,,,,,,,
17,URDP10LC,,,,,,,,,,,,
18,URXP17,,,,,,,,,,,,
19,URDP17LC,,,,,,,,,,,,
20,URXP19,,,,,,,,,,,,
21,URDP19LC,,,,,,,,,,,,
22,URXUCR,,,,,,,,,,,,
