,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,LBDLDL,LDL-Cholesterol Friedewald equation (mg/dL).  LBDLDL = (LBXTC-(LBDHDD + LBXTR/5) round to 0 decimal places) for LBXTR less than 400 mg/dL and missing for LBXTR greater than 400 mg/dL.  LBDHDD from public release file P_HDL,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,LBDLDLM,LDL-Cholesterol Martin-Hopkins equation (mg/dL).  LBDLDLM = (LBXTC-(LBDHDD + LBXTR/Adjustable Factor) round to 0 decimal places) for LBXTR less than 400 mg/dL and missing for LBXTR greater than 400 mg/dL.  LBDHDD from public release file P_HDL,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBDLDLN,LBDLDLN =  (LBXTC/0.948 – LBDHDD/0.971 – (LBXTR/8.56 + (LBXTR * (LBXTC – LBDHDD))/2140 – LBXTR^2/16100) – 9.44) round 0 decimal places) for LBXTR less than 800 mg/dL and missing for LBXTR GE 800 mg/dL.  ^2 stands for power=2 or squared.  LBDHDD from public release file P_HDL,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBDLDLSI,LDL-Cholesterol Friedewald equation (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBDLDMSI,LDL-Cholesterol Martin-Hopkins equation (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBDLDNSI,LDL-Cholesterol NIH equation 2 (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBDTRSI,Triglyceride (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBXTR,Triglyceride (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,SEQN,Respondent sequence number,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,WTSAFPRP,Fasting Subsample Weight,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
