,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,URXUP8,,,,,,,,,,,,
2,URDUP8LC,,,,,,,,,,,,
3,URXNO3,,,,,,,,,,,,
4,URDNO3LC,,,,,,,,,,,,
5,URXSCN,,,,,,,,,,,,
6,URDSCNLC,,,,,,,,,,,,
7,URXUCR,,,,,,,,,,,,
