,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,LBXSAL,Albumin (g/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBDSALSI,Albumin (g/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBXSATSI,ALT: SI (U/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBXSASSI,AST: SI (U/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBDSAPSI,Alkaline phosphatase (U/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBXSBU,Blood urea nitrogen (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBDSBUSI,Blood urea nitrogen (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBXSCA,Total Calcium (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBDSCASI,Total calcium (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBXSCH,Cholesterol (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,LBDSCHSI,Cholesterol (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
12,LBXSC3SI,Bicarbonate: SI (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
13,LBXSGTSI,GGT: SI (U/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
14,LBXSGL,Glucose serum (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
15,LBDSGLSI,Glucose serum (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
16,LBXSIR,Iron (ug/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
17,LBDSIRSI,Iron (umol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
18,LBDSLDSI,LDH (U/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
19,LBDSPH,Phosphorus (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
20,LBDSPHSI,Phosphorus (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
21,LBDSTB,Bilirubin total (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
22,LBDSTBSI,Bilirubin total (umol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
23,LBXSTP,Total protein (g/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
24,LBDSTPSI,Total protein (g/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
25,LBXSTR,Triglycerides (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
26,LBDSTRSI,Triglycerides (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
27,LBXSUA,Uric acid (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
28,LBDSUASI,Uric acid (umol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
29,LBDSCR,Creatinine (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
30,LBDSCRSI,Creatinine (umol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
31,LBXSNASI,Sodium: SI (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
32,LBXSKSI,Potassium: SI (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
33,LBXSCLSI,Chloride: SI (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
34,LBXSOSSI,Osmolality: SI (mmol/Kg),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
35,LBXSGB,Globulin (g/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
36,LBDSGBSI,Globulin (g/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
37,LBXFSH,Follicle stimulating hormone (mIU/mL),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
38,LBDFSHSI,Follicle stimulating hormone (IU/L),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
39,LBXLH,Luteinizing hormone (mIU/mL),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
40,LBDLHSI,Luteinizing hormone (IU/L),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
