,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,LB2DAY,,,,,,,,,,,,
2,LB2WBCSI,,,,,,,,,,,,
3,LB2LYPCT,,,,,,,,,,,,
4,LB2MOPCT,,,,,,,,,,,,
5,LB2NEPCT,,,,,,,,,,,,
6,LB2EOPCT,,,,,,,,,,,,
7,LB2BAPCT,,,,,,,,,,,,
8,LB2LYMNO,,,,,,,,,,,,
9,LB2MONO,,,,,,,,,,,,
10,LB2NENO,,,,,,,,,,,,
11,LB2EONO,,,,,,,,,,,,
12,LB2BANO,,,,,,,,,,,,
13,LB2RBCSI,,,,,,,,,,,,
14,LB2HGB,,,,,,,,,,,,
15,LB2HCT,,,,,,,,,,,,
16,LB2MCVSI,,,,,,,,,,,,
17,LB2MCHSI,,,,,,,,,,,,
18,LB2MC,,,,,,,,,,,,
19,LB2RDW,,,,,,,,,,,,
20,LB2PLTSI,,,,,,,,,,,,
21,LB2MPSI,,,,,,,,,,,,
