,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,LBDRPCR,,,,,,,,,,,,
2,LBXH2RL,,,,,,,,,,,,
3,LBXH3RL,,,,,,,,,,,,
4,LBDRHP,,,,,,,,,,,,
5,LBDRLP,,,,,,,,,,,,
6,LBDR06,,,,,,,,,,,,
7,LBDR11,,,,,,,,,,,,
8,LBDR16,,,,,,,,,,,,
9,LBDR18,,,,,,,,,,,,
10,LBDR26,,,,,,,,,,,,
11,LBDR31,,,,,,,,,,,,
12,LBDR33,,,,,,,,,,,,
13,LBDR35,,,,,,,,,,,,
14,LBDR39,,,,,,,,,,,,
15,LBDR40,,,,,,,,,,,,
16,LBDR42,,,,,,,,,,,,
17,LBDR45,,,,,,,,,,,,
18,LBDR51,,,,,,,,,,,,
19,LBDR52,,,,,,,,,,,,
20,LBDR53,,,,,,,,,,,,
21,LBDR54,,,,,,,,,,,,
22,LBDR55,,,,,,,,,,,,
23,LBDR56,,,,,,,,,,,,
24,LBDR58,,,,,,,,,,,,
25,LBDR59,,,,,,,,,,,,
26,LBDR61,,,,,,,,,,,,
27,LBDR62,,,,,,,,,,,,
28,LBDR64,,,,,,,,,,,,
29,LBDR66,,,,,,,,,,,,
30,LBDR67,,,,,,,,,,,,
31,LBDR68,,,,,,,,,,,,
32,LBDR69,,,,,,,,,,,,
33,LBDR70,,,,,,,,,,,,
34,LBDR71,,,,,,,,,,,,
35,LBDR72,,,,,,,,,,,,
36,LBDR73,,,,,,,,,,,,
37,LBDR81,,,,,,,,,,,,
38,LBDR82,,,,,,,,,,,,
39,LBDR83,,,,,,,,,,,,
40,LBDR84,,,,,,,,,,,,
41,LBDR89,,,,,,,,,,,,
42,LBDRPI,,,,,,,,,,,,
