,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
1,SSIMP,PEL_Impression,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
2,SSRES,IF_Result,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
3,SSSPIKE,Size of peak if available,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
4,SSSPIKE2,Size of 2nd peak if available,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
5,SSTOTAL,Total_Protein,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
6,SSALB,Albumin,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
7,SSA1,Alpha1,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
8,SSA2,Alpha2,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
9,SSBETA,Beta,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
10,SSGAM,Gamma,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
11,SSAG_R,Albumin/Gamma,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
12,SSK_FLC,Kappa FLC,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
13,SSL_FLC,Lambda FLC,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
14,SSKL_R,K/L Ratio,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
15,SSK_FLCX,Denotes imprecise kappa (n=2),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
16,SSKL_RX,Denotes imprecise k/l (n=2),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
17,SSIS,Flag:Insufficient sample,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
18,SSTTGV,TTG IGA value,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
19,SSTTGR,TTG IGA result,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
20,SSEMA,EMA result,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
21,SSSERO,Serology result (associated with CD),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
22,SSOL_H,Heavy chain MGUS,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
23,SSOL_L,Light chain MGUS,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
