,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSAF2YR,Fasting Subsample 2 Year MEC Weight,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBXGLU,Fasting Glucose (mg/dL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBDGLUSI,Fasting Glucose (mmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBXIN,Insulin (uU/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBDINSI,Insulin (pmol/L),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,PHAFSTHR,Total length of food fast hours,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,PHAFSTMN,Total length of food fast minutes,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
