,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTALDS2Y,,,,,,,,,,,,
2,LBXBZAL,,,,,,,,,,,,
3,LBDBZLC,,,,,,,,,,,,
4,LBX4AL,,,,,,,,,,,,
5,LBD4ALC,,,,,,,,,,,,
6,LBXCRAL,,,,,,,,,,,,
7,LBDCRLC,,,,,,,,,,,,
8,LBX10AL,,,,,,,,,,,,
9,LBD10ALC,,,,,,,,,,,,
10,LBX7AL,,,,,,,,,,,,
11,LBD7ALC,,,,,,,,,,,,
12,LBX6AL,,,,,,,,,,,,
13,LBD6ALC,,,,,,,,,,,,
14,LBXI5AL,,,,,,,,,,,,
15,LBDI5ALC,,,,,,,,,,,,
16,LBX9AL,,,,,,,,,,,,
17,LBD9ALC,,,,,,,,,,,,
18,LBX8AL,,,,,,,,,,,,
19,LBD8ALC,,,,,,,,,,,,
20,LBXTLAL,,,,,,,,,,,,
21,LBDTLALC,,,,,,,,,,,,
22,LBX5AL,,,,,,,,,,,,
23,LBD5ALC,,,,,,,,,,,,
24,LBX3AL,,,,,,,,,,,,
25,LBD3ALC,,,,,,,,,,,,
