,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,ORXGH,,,,,,,,,,,,
2,ORXGL,,,,,,,,,,,,
3,ORXH06,,,,,,,,,,,,
4,ORXH11,,,,,,,,,,,,
5,ORXH16,,,,,,,,,,,,
6,ORXH18,,,,,,,,,,,,
7,ORXH26,,,,,,,,,,,,
8,ORXH31,,,,,,,,,,,,
9,ORXH33,,,,,,,,,,,,
10,ORXH35,,,,,,,,,,,,
11,ORXH39,,,,,,,,,,,,
12,ORXH40,,,,,,,,,,,,
13,ORXH42,,,,,,,,,,,,
14,ORXH45,,,,,,,,,,,,
15,ORXH51,,,,,,,,,,,,
16,ORXH52,,,,,,,,,,,,
17,ORXH53,,,,,,,,,,,,
18,ORXH54,,,,,,,,,,,,
19,ORXH55,,,,,,,,,,,,
20,ORXH56,,,,,,,,,,,,
21,ORXH58,,,,,,,,,,,,
22,ORXH59,,,,,,,,,,,,
23,ORXH61,,,,,,,,,,,,
24,ORXH62,,,,,,,,,,,,
25,ORXH64,,,,,,,,,,,,
26,ORXH66,,,,,,,,,,,,
27,ORXH67,,,,,,,,,,,,
28,ORXH68,,,,,,,,,,,,
29,ORXH69,,,,,,,,,,,,
30,ORXH70,,,,,,,,,,,,
31,ORXH71,,,,,,,,,,,,
32,ORXH72,,,,,,,,,,,,
33,ORXH73,,,,,,,,,,,,
34,ORXH81,,,,,,,,,,,,
35,ORXH82,,,,,,,,,,,,
36,ORXH83,,,,,,,,,,,,
37,ORXH84,,,,,,,,,,,,
38,ORXHPC,,,,,,,,,,,,
39,ORXHPI,,,,,,,,,,,,
40,ORXHPV,,,,,,,,,,,,
