,Column,Code,Label,English_Text,Target,English_Instructions,Class,Other For
0,SEQN,,,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,nan,,
1,WTSAF2YR,0 To 327394.027,Range Of Values,Fasting Subsample 2 Year MEC Weight,Both males and females 12 YEARS - 150 YEARS,nan,,
2,WTSAF2YR,.,Missing,Fasting Subsample 2 Year MEC Weight,Both males and females 12 YEARS - 150 YEARS,nan,,
3,LBXTR,19 To 1600,Range Of Values,Triglyceride (mg/dL),Both males and females 12 YEARS - 150 YEARS,nan,,
4,LBXTR,.,Missing,Triglyceride (mg/dL),Both males and females 12 YEARS - 150 YEARS,nan,,
5,LBDTRSI,0.215 To 18.064,Range Of Values,Triglyceride (mmol/L),Both males and females 12 YEARS - 150 YEARS,nan,,
6,LBDTRSI,.,Missing,Triglyceride (mmol/L),Both males and females 12 YEARS - 150 YEARS,nan,,
7,LBDLDL,19 To 328,Range Of Values,LDL-cholesterol (mg/dL),Both males and females 12 YEARS - 150 YEARS,nan,,
8,LBDLDL,.,Missing,LDL-cholesterol (mg/dL),Both males and females 12 YEARS - 150 YEARS,nan,,
9,LBDLDLSI,0.491 To 8.482,Range Of Values,LDL-cholesterol (mmol/L),Both males and females 12 YEARS - 150 YEARS,nan,,
10,LBDLDLSI,.,Missing,LDL-cholesterol (mmol/L),Both males and females 12 YEARS - 150 YEARS,nan,,
11,LBXAPB,24 To 345,Range Of Values,Apolipoprotein (B) (mg/dL),Both males and females 12 YEARS - 150 YEARS,nan,,
12,LBXAPB,.,Missing,Apolipoprotein (B) (mg/dL),Both males and females 12 YEARS - 150 YEARS,nan,,
13,LBDAPBSI,0.24 To 3.45,Range Of Values,Apolipoprotein (B) (g/L),Both males and females 12 YEARS - 150 YEARS,nan,,
14,LBDAPBSI,.,Missing,Apolipoprotein (B) (g/L),Both males and females 12 YEARS - 150 YEARS,nan,,
