,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSB2YR,,,,,,,,,,,,
2,LBXPFDE,,,,,,,,,,,,
3,LBDPFDEL,,,,,,,,,,,,
4,LBXPFHS,,,,,,,,,,,,
5,LBDPFHSL,,,,,,,,,,,,
6,LBXMPAH,,,,,,,,,,,,
7,LBDMPAHL,,,,,,,,,,,,
8,LBXPFNA,,,,,,,,,,,,
9,LBDPFNAL,,,,,,,,,,,,
10,LBXPFUA,,,,,,,,,,,,
11,LBDPFUAL,,,,,,,,,,,,
12,LBXPFDO,,,,,,,,,,,,
13,LBDPFDOL,,,,,,,,,,,,
14,LBXNFOA,,,,,,,,,,,,
15,LBDNFOAL,,,,,,,,,,,,
16,LBXBFOA,,,,,,,,,,,,
17,LBDBFOAL,,,,,,,,,,,,
18,LBXNFOS,,,,,,,,,,,,
19,LBDNFOSL,,,,,,,,,,,,
20,LBXMFOS,,,,,,,,,,,,
21,LBDMFOSL,,,,,,,,,,,,
