,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSVOC2Y,,,,,,,,,,,,
2,WTSVOC4Y,,,,,,,,,,,,
3,LBXWBF,,,,,,,,,,,,
4,LBXWCF,,,,,,,,,,,,
5,LBXWBM,,,,,,,,,,,,
6,LBXWCM,,,,,,,,,,,,
7,LBXWME,,,,,,,,,,,,
8,LBXV4C,,,,,,,,,,,,
9,LBXVBF,,,,,,,,,,,,
10,LBXVBM,,,,,,,,,,,,
11,LBXVBZ,,,,,,,,,,,,
12,LBXVCF,,,,,,,,,,,,
13,LBXVCM,,,,,,,,,,,,
14,LBXVCT,,,,,,,,,,,,
15,LBXVDB,,,,,,,,,,,,
16,LBXVEB,,,,,,,,,,,,
17,LBXVME,,,,,,,,,,,,
18,LBXVOX,,,,,,,,,,,,
19,LBXVST,,,,,,,,,,,,
20,LBXVTC,,,,,,,,,,,,
21,LBXV3A,,,,,,,,,,,,
22,LBXVTO,,,,,,,,,,,,
23,LBXVXY,,,,,,,,,,,,
24,LBDWBFLC,,,,,,,,,,,,
25,LBDWCFLC,,,,,,,,,,,,
26,LBDWBMLC,,,,,,,,,,,,
27,LBDWCMLC,,,,,,,,,,,,
28,LBDWMELC,,,,,,,,,,,,
29,LBDV4CLC,,,,,,,,,,,,
30,LBDVBFLC,,,,,,,,,,,,
31,LBDVBMLC,,,,,,,,,,,,
32,LBDVBZLC,,,,,,,,,,,,
33,LBDVCFLC,,,,,,,,,,,,
34,LBDVCMLC,,,,,,,,,,,,
35,LBDVCTLC,,,,,,,,,,,,
36,LBDVDBLC,,,,,,,,,,,,
37,LBDVEBLC,,,,,,,,,,,,
38,LBDVMELC,,,,,,,,,,,,
39,LBDVOXLC,,,,,,,,,,,,
40,LBDVSTLC,,,,,,,,,,,,
41,LBDVTCLC,,,,,,,,,,,,
42,LBDV3ALC,,,,,,,,,,,,
43,LBDVTOLC,,,,,,,,,,,,
44,LBDVXYLC,,,,,,,,,,,,
