,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTFAS2YR,Fatty Acid Subsample 2 Year Weight,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBXCAP,Capric acid (C10:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBDCAPLC,Capric acid (C10:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBXLAR,Lauric acid (C12:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBDLARLC,Lauric acid (C12:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBXMR1,Myristic acid (14:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBDMR1LC,Myristic acid (14:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBXPEN,Pentadecanoic acid (C15:0) (ï¿½mol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBDPENLC,,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBXPM1,Palmitic acid (16:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
11,LBDPM1LC,Palmitic acid (16:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
12,LBXMRG,Margaric acid (C17:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
13,LBDMRGLC,Margaric acid (C17:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
14,LBXST1,Stearic acid (18:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
15,LBDST1LC,Stearic acid (18:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
16,LBXAR1,Arachidic acid (20:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
17,LBDAR1LC,Arachidic acid (20:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
18,LBXDA1,Docosanoic acid (22:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
19,LBDDA1LC,Docosanoic acid (22:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
20,LBXTSA,Tricosanoic acid (C23:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
21,LBDTSALC,Tricosanoic acid (C23:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
22,LBXLG1,Lignoceric acid (24:0) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
23,LBDLG1LC,Lignoceric acid (24:0) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
24,LBXML1,Myristoleic acid (14:1n-5) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
25,LBDML1LC,Myristoleic acid (14:1n-5) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
26,LBXPL1,Palmitoleic acid (16:1n-7) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
27,LBDPL1LC,Palmitoleic acid (16:1n-7) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
28,LBXVC1,cis-Vaccenic acid (18:1n-7) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
29,LBDVC1LC,cis-Vaccenic acid (18:1n-7) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
30,LBXOL1,Oleic acid (18:1n-9) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
31,LBDOL1LC,Oleic acid (18:1n-9) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
32,LBXEN1,Eicosenoic acid (20:1n-9) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
33,LBDEN1LC,Eicosenoic acid (20:1n-9) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
34,LBXNR1,Nervonic acid (24:1n-9) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
35,LBDNR1LC,Nervonic acid (24:1n-9) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
36,LBXLNA,Linoleic acid (18:2n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
37,LBDLNALC,Linoleic acid (18:2n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
38,LBXALN,alpha-Linolenic acid (18:3n-3) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
39,LBDALNLC,alpha-Linolenic acid (18:3n-3) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
40,LBXGLA,gamma-Linolenic acid (18:3n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
41,LBDGLALC,gamma-Linolenic acid (18:3n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
42,LBXSD1,Stearidonic acid (C18:4n-3) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
43,LBDSD1LC,Stearidonic acid (C18:4n-3) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
44,LBXED1,Eicosadienoic acid (20:2n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
45,LBDED1LC,Eicosadienoic acid (20:2n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
46,LBXHGL,homo-gamma-Linolenic acid (20:3n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
47,LBDHGLLC,homo-gamma-Linolenic acid (20:3n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
48,LBXET1,Eicosatrienoic acid (C20:3n-9) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
49,LBDET1LC,Eicosatrienoic acid (C20:3n-9) comment code,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
50,LBXARA,Arachidonic acid (20:4n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
51,LBDARALC,Arachidonic acid (20:4n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
52,LBXEPA,Eicosapentaenoic acid (20:5n-3) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
53,LBDEPALC,Eicosapentaenoic acid (20:5n-3) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
54,LBXDTA,Docosatetraenoic acid (22:4n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
55,LBDDTALC,Docosatetraenoic acid (22:4n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
56,LBXDP3,Docosapentaenoic acid (22:5n-3) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
57,LBDDP3LC,Docosapentaenoic acid (22:5n-3) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
58,LBXDP6,Docosapentaenoic acid (22:5n-6) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
59,LBDDP6LC,Docosapentaenoic acid (22:5n-6) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
60,LBXDHA,Docosahexaenoic acid (22:6n-3) (umol/L),Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
61,LBDDHALC,Docosahexaenoic acid (22:6n-3) comment code,Both males and females 1 YEARS - 150 YEARS,,,,,,,,,,,,,
