,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTFSM,0 To 456840.9815,Range Of Values,,
2,WTFSM,.,Missing,,
3,URXUP8,.,Missing,,
4,URXUP8,0.0354 To 583,Range Of Values,,
5,URDUP8LC,0,At Or Above The Detection Limit,,
6,URDUP8LC,1,Below Lower Detection Limit,,
7,URDUP8LC,.,Missing,,
8,URXNO3,495 To 915000,Range Of Values,,
9,URXNO3,.,Missing,,
10,URDNO3LC,0,At Or Above The Detection Limit,,
11,URDNO3LC,1,Below Lower Detection Limit,,
12,URDNO3LC,.,Missing,,
13,URXSCN,14.1421 To 131000,Range Of Values,,
14,URXSCN,.,Missing,,
15,URDSCNLC,0,At Or Above The Detection Limit,,
16,URDSCNLC,1,Below Lower Detection Limit,,
17,URDSCNLC,.,Missing,,
18,URXUCR,5 To 546,Range Of Values,,
19,URXUCR,.,Missing,,
